circRNA	pig-testis-Testis-31	pig-testis-Testis-73	pig-liver-old-1	pig-liver-young-1	pig-testis-Testis-91	pig-testis-Testis-54	pig-liver-old-2	pig-testis-Testis-05	pig-testis-Testis-65	pig-testis-Testis-16	pig-liver-young-2
13:203713495-203716345:-	18	0	0	0	0	0	0	6	0	8	0
13:203875633-203876932:-	8	0	0	0	0	0	0	0	0	0	0
13:204638611-204671119:+	0	0	0	0	0	0	7	0	0	0	0
13:204650140-204665020:+	0	0	0	7	0	0	0	0	0	0	0
13:206167155-206190153:+	0	0	0	0	0	0	0	0	10	7	0
13:206168638-206175031:+	8	0	0	0	0	0	0	0	0	0	0
13:206168638-206184025:+	9	0	0	0	0	0	0	0	0	0	0
13:206170887-206173479:+	11	0	0	0	0	0	0	0	0	0	0
13:206219684-206222170:-	15	0	0	0	0	0	0	0	0	0	0
13:206585678-206604708:-	17	0	0	0	0	0	0	0	0	0	0
13:206585678-206612556:-	38	0	0	0	0	17	0	17	6	8	0
13:206595222-206604708:-	11	0	0	0	0	0	0	0	0	0	0
13:206595222-206612556:-	43	0	0	0	11	14	0	0	0	11	0
13:206595222-206626785:-	114	58	0	0	38	38	0	50	24	28	0
13:206602108-206612556:-	13	0	0	0	0	0	0	0	7	0	0
13:206602108-206626785:-	33	0	0	0	0	0	0	6	0	0	0
13:206640465-206641098:+	8	0	0	0	0	0	0	0	0	0	0
13:206959482-206962457:+	16	0	0	0	0	0	8	0	0	0	0
13:206959482-206970402:+	88	0	12	0	17	18	0	31	6	10	0
13:206959482-206974608:+	0	0	0	0	0	0	10	0	0	0	0
13:206959482-206976528:+	9	0	0	0	0	6	0	0	0	0	0
13:206986083-206987084:+	80	12	0	0	15	14	0	27	13	13	0
13:206986083-206990757:+	86	13	50	15	23	21	105	33	7	17	10
13:206990213-206995917:+	6	0	0	0	0	0	0	0	0	0	0
13:207448262-207450523:-	11	0	0	0	0	0	0	0	0	0	0
13:207448262-207458489:-	8	0	0	0	0	0	0	0	0	0	0
13:207458313-207458489:-	7	0	0	0	0	0	0	0	0	0	0
13:21762719-21781212:+	10	0	0	0	0	0	0	0	0	0	0
13:21819107-21838494:-	13	0	0	0	0	0	0	0	7	0	0
13:21829651-21838494:-	19	8	0	0	0	0	0	0	0	0	0
13:22163022-22184693:+	0	0	0	6	0	0	0	0	0	0	0
13:22318658-22320201:+	0	0	10	0	0	0	6	0	0	0	0
13:22318658-22335113:+	6	0	193	95	0	0	490	0	0	0	58
13:22318658-22352250:+	0	0	7	0	0	0	16	0	0	0	32
13:22318658-22374695:+	0	0	10	0	0	0	6	0	0	0	0
13:22318658-22397150:+	0	0	12	0	0	0	10	0	0	0	0
13:22361180-22370677:+	0	0	0	0	0	0	0	0	0	0	25
13:22361180-22374695:+	0	0	0	0	0	0	0	0	0	0	15
13:22361180-22397150:+	0	0	0	0	0	0	0	0	0	0	18
13:22361180-22526010:+	0	0	0	9	0	0	0	0	0	0	0
13:22362773-22374695:+	0	0	0	17	0	0	0	0	0	0	0
13:22373408-22397150:+	0	0	0	0	0	0	8	0	0	0	0
13:22379085-22387494:+	0	0	0	0	0	0	0	0	0	0	13
13:22379085-22397150:+	6	0	30	28	0	0	17	0	0	0	30
13:22902868-22906521:+	6	0	0	0	0	0	0	0	0	0	0
13:23039893-23057163:+	54	10	0	0	14	13	0	18	7	7	0
13:23039893-23076853:+	6	0	0	0	0	0	0	0	0	0	0
13:23046451-23076853:+	9	0	0	0	0	0	0	0	0	0	0
13:23072608-23085757:+	8	0	0	0	0	0	0	0	6	0	0
13:23201529-23203421:+	0	0	0	10	0	0	0	0	0	0	0
13:23628239-23630748:-	10	0	0	0	0	0	0	0	0	0	0
13:23628239-23637426:-	8	0	0	0	0	0	0	0	0	0	0
13:23747154-23754836:+	6	0	0	0	0	0	0	0	0	0	0
13:23754734-23763627:+	71	0	0	0	9	8	0	8	0	0	0
13:23774622-23781254:+	44	8	0	10	0	12	0	12	0	9	0
13:24074310-24075912:+	96	7	0	0	8	10	16	6	8	8	0
13:2455228-2466993:+	16	8	0	0	6	8	0	10	10	16	0
13:2462215-2478539:+	0	0	0	7	0	0	0	0	0	0	0
13:2464743-2472398:+	0	0	0	0	0	0	6	0	0	0	0
13:25342264-25398939:-	14	0	0	0	0	0	0	0	0	0	0
13:25512488-25610799:-	8	0	0	0	0	0	0	0	0	0	0
13:25549785-25580092:-	42	8	0	0	6	7	0	8	0	8	0
13:25549785-25587490:-	8	0	0	0	0	0	0	0	0	0	0
13:25549785-25589772:-	34	0	0	0	0	0	0	6	0	0	0
13:25549785-25610799:-	45	11	0	0	0	12	0	0	6	12	0
13:25565161-25610799:-	19	7	0	0	0	0	0	0	0	0	0
13:25579843-25589772:-	13	0	0	0	0	0	0	0	0	6	0
13:25579843-25610799:-	55	6	0	0	0	10	0	19	13	21	0
13:25610671-25635155:-	14	0	0	0	0	0	0	0	0	0	0
13:25610671-25654556:-	7	0	0	0	0	0	0	0	0	0	0
13:25693058-25715600:-	8	0	0	0	0	0	0	0	0	0	0
13:25693058-25720555:-	7	9	0	0	0	0	0	0	0	0	0
13:25693058-25741454:-	0	6	0	0	0	0	0	0	0	0	0
13:25705005-25715600:-	50	18	0	0	9	6	0	13	8	16	0
13:25706236-25715600:-	225	26	0	0	41	48	0	60	15	35	0
13:25708750-25715600:-	43	0	0	0	9	9	0	22	0	10	0
13:25711693-25715600:-	0	0	0	8	0	0	0	0	0	0	0
13:25728430-25731997:-	9	0	0	0	0	0	0	0	0	0	0
13:26160700-26161417:+	23	7	0	0	0	10	0	6	11	8	0
13:26160700-26169083:+	0	9	0	10	26	12	8	13	12	16	0
13:26259537-26259858:-	9	0	0	0	0	0	0	0	0	0	0
13:26682836-26686462:+	24	0	0	0	8	8	6	7	0	6	0
13:26892207-26922971:-	8	0	0	0	0	0	0	0	0	0	0
13:27039176-27039548:+	15	0	0	0	7	0	0	6	0	0	0
13:27047046-27049849:+	17	0	0	0	0	0	0	0	0	0	0
13:27588534-27604890:+	54	12	0	0	6	10	0	23	8	9	0
13:27588534-27627742:+	7	0	0	0	0	0	0	6	0	0	0
13:27602106-27604890:+	7	0	0	0	0	0	0	0	0	0	0
13:27604826-27627742:+	6	0	0	0	0	0	0	0	0	0	0
13:27622538-27627742:+	14	11	0	0	0	20	0	6	8	0	0
13:27623755-27627742:+	6	0	0	0	0	6	0	0	0	0	0
13:27664548-27697487:+	0	0	0	15	0	0	0	0	0	0	0
13:27673146-27688847:+	8	0	0	0	0	0	0	0	0	0	0
13:2799778-2808113:-	8	0	0	0	0	0	0	0	0	0	0
13:2799778-2828036:-	0	0	0	0	0	0	0	7	0	0	0
13:28010317-28012599:+	33	6	0	0	8	0	0	7	0	0	0
13:28017167-28018937:+	61	7	0	0	0	10	0	11	6	6	0
13:2806686-2816507:-	37	7	10	0	8	8	0	7	0	0	0
13:28283985-28285606:-	0	0	0	23	0	0	0	0	0	0	0
13:28634100-28648156:+	0	7	0	0	0	0	0	6	0	0	0
13:28842821-28854145:+	8	0	0	0	0	0	0	0	0	0	0
13:28853995-28873176:+	0	0	0	17	0	0	0	0	0	0	0
13:28871681-28873176:+	15	0	0	0	0	0	0	0	0	0	0
13:28910703-28920492:-	0	0	0	7	0	0	0	0	0	0	0
13:28986298-28990271:-	12	0	0	0	0	0	0	0	0	0	0
13:2931437-2933716:-	8	0	0	0	0	0	0	0	0	0	0
13:2931437-2938980:-	11	0	0	0	6	0	0	0	0	0	0
13:2940057-2964480:-	17	12	0	0	15	8	8	21	6	11	0
13:2943235-2943437:-	23	0	0	0	0	0	0	0	0	0	0
13:2946772-2964480:-	21	0	0	0	0	0	0	14	0	0	0
13:2955958-2964480:-	31	7	0	0	7	11	0	0	0	0	0
13:2955958-2973722:-	0	0	0	8	0	0	0	0	0	0	0
13:2960602-2964480:-	34	0	0	0	0	6	0	8	0	9	0
13:2963547-2988731:-	6	0	0	0	0	0	0	0	0	0	0
13:2981755-2983349:-	17	0	0	0	0	0	0	0	0	0	0
13:29888030-29898615:-	12	0	0	0	0	8	0	0	0	0	0
13:29894358-29898615:-	37	0	0	0	9	0	0	10	0	0	0
13:29894358-29916530:-	6	0	0	0	0	0	0	0	0	0	0
13:29894358-29925370:-	0	0	0	0	0	7	0	8	0	6	0
13:29898475-29925370:-	10	6	0	7	6	7	10	18	0	9	0
13:29898475-29960782:-	0	0	0	0	0	11	0	0	0	0	0
13:29901474-29916530:-	15	7	6	0	10	8	32	0	0	0	14
13:29901474-29925370:-	0	0	0	0	0	0	0	6	0	7	0
13:29915861-29916530:-	49	10	0	0	11	0	0	17	0	8	0
13:29915861-29921425:-	0	0	0	10	0	0	0	0	0	0	0
13:29915861-29925370:-	37	0	0	0	15	20	0	25	9	9	0
13:29915861-29960782:-	0	8	0	0	10	6	0	7	0	0	0
13:29941685-29945901:-	14	0	0	0	10	8	0	8	0	9	0
13:29941685-29953736:-	0	0	0	0	0	0	0	8	0	6	0
13:29941685-29960782:-	0	0	0	0	6	0	0	0	0	0	0
13:29944689-29960782:-	8	0	0	0	6	6	0	0	0	7	0
13:29945766-29960782:-	13	0	0	0	0	0	0	0	0	0	0
13:29953609-29960782:-	33	12	0	13	14	11	10	28	0	0	0
13:29953609-29968572:-	10	0	0	0	0	0	0	7	0	0	17
13:29956790-29960782:-	52	8	0	0	8	10	0	15	13	7	0
13:29965876-29968572:-	11	0	0	0	0	0	0	0	0	0	0
13:30028690-30032443:-	6	0	0	0	0	0	0	0	0	0	0
13:30043638-30044795:-	37	7	0	0	0	12	0	18	0	6	0
13:30043638-30047786:-	19	0	0	0	9	0	0	9	0	0	0
13:30047561-30050595:-	12	0	0	0	0	0	0	0	0	0	0
13:30110845-30113591:+	14	6	0	0	0	0	0	10	0	0	0
13:30263942-30266907:-	9	0	0	0	0	0	0	0	0	0	0
13:30431232-30472366:-	0	0	0	13	0	11	0	0	0	0	0
13:30431232-30473996:-	0	0	7	0	0	0	11	0	0	0	0
13:30431232-30564659:-	0	9	0	0	0	0	0	8	0	0	0
13:30445477-30564659:-	0	0	0	15	0	0	0	0	0	0	0
13:30472204-30473996:-	41	6	0	0	7	0	0	6	0	6	0
13:30472204-30498307:-	9	0	0	0	0	0	0	0	0	0	0
13:30472204-30512528:-	0	7	0	0	0	0	0	0	0	0	0
13:30487785-30498307:-	0	0	0	0	0	0	0	0	6	0	0
13:30495981-30498307:-	16	0	0	0	7	0	0	0	0	0	0
13:30495981-30503487:-	9	0	0	0	0	0	0	0	0	0	0
13:30495981-30512528:-	8	0	0	0	0	0	0	0	0	0	0
13:30495981-30564659:-	0	0	0	0	6	0	0	0	0	0	0
13:30500710-30547685:-	0	6	0	0	0	0	0	0	0	0	0
13:30503365-30512528:-	13	0	0	0	0	0	0	0	0	0	0
13:30503365-30524999:-	8	7	0	0	0	0	0	0	0	0	0
13:30503365-30547685:-	6	0	0	0	0	0	0	0	0	0	0
13:30516966-30524999:-	26	8	0	0	8	8	0	6	7	0	0
13:30516966-30547685:-	42	19	0	0	28	27	0	21	11	19	0
13:30516966-30555481:-	0	0	0	0	0	8	0	0	8	7	8
13:30516966-30564659:-	47	55	0	0	18	39	0	43	8	55	0
13:30522327-30524999:-	39	7	0	10	6	0	0	6	15	8	0
13:30524873-30547685:-	130	44	8	0	38	42	6	32	29	29	37
13:30524873-30564659:-	0	0	0	0	0	0	0	9	0	0	0
13:30533734-30564659:-	7	0	0	0	0	6	0	12	6	0	0
13:30538623-30550505:-	7	0	0	0	0	0	0	0	0	0	0
13:30538623-30555481:-	6	0	0	0	0	0	0	6	0	0	0
13:30538623-30564659:-	36	0	0	0	0	10	0	7	0	7	0
13:30544507-30547685:-	14	6	0	0	0	0	0	0	0	0	0
13:30544507-30555481:-	38	0	0	0	0	0	0	11	0	7	0
13:30544507-30564659:-	52	7	0	8	11	14	0	14	0	11	0
13:30547592-30564659:-	6	0	0	0	0	0	0	0	0	0	0
13:30678032-30691776:-	0	0	0	11	0	0	0	0	0	0	0
13:31604186-31613159:+	13	0	0	0	0	0	0	0	0	0	0
13:31607212-31610896:+	8	0	0	0	6	0	0	0	0	0	0
13:31613049-31618173:+	0	0	0	9	0	0	0	0	0	0	0
13:31673545-31676127:-	260	54	13	29	59	62	23	67	29	44	24
13:31673545-31683772:-	0	0	0	20	0	6	10	21	10	0	0
13:31675252-31676127:-	26	7	0	0	6	0	0	0	0	0	29
13:31682728-31683772:-	8	0	21	19	0	11	37	10	0	0	48
13:31682728-31699415:-	0	0	0	0	0	0	9	0	0	0	0
13:31699085-31701284:-	12	0	0	0	0	0	7	0	0	0	0
13:31802947-31812007:+	207	24	0	0	37	28	0	23	0	30	0
13:31809497-31809672:+	15	0	0	0	0	0	0	0	0	0	0
13:31809497-31812007:+	215	31	0	0	12	31	0	49	13	22	0
13:31854940-31860323:-	6	0	0	0	0	0	0	0	0	0	0
13:31876170-31894444:-	6	0	0	0	0	0	0	0	0	0	0
13:31891049-31894444:-	20	0	0	0	0	6	0	0	6	0	43
13:32070526-32070917:+	58	6	0	8	10	10	0	23	0	0	20
13:32276227-32276578:-	20	0	0	0	0	0	0	6	0	0	0
13:32460815-32478114:+	18	30	10	31	30	32	23	43	23	34	80
13:32466923-32478114:+	63	169	96	145	166	171	146	270	157	169	73
13:32466923-32506478:+	0	6	0	0	9	0	0	7	0	0	0
13:32466923-32541480:+	0	7	0	0	0	7	0	12	0	9	0
13:32471839-32478114:+	35	74	11	14	71	88	19	92	21	60	61
13:32471839-32506478:+	0	0	0	0	0	8	0	7	0	0	0
13:32548616-32551325:+	0	0	0	21	0	0	0	0	0	0	0
13:32557717-32560025:+	0	0	0	11	0	0	0	0	0	0	0
13:32559767-32560025:+	6	0	0	0	0	0	0	0	0	0	0
13:32559767-32563493:+	45	22	22	11	13	24	20	19	12	0	0
13:32559767-32568867:+	0	0	0	0	0	0	6	0	0	0	0
13:33254151-33325439:+	8	0	0	0	0	0	0	0	0	0	0
13:33415279-33457051:+	47	6	0	0	12	0	0	6	0	11	0
13:33415279-33520607:+	7	0	0	0	0	0	0	0	0	0	0
13:33434259-33457051:+	15	0	0	0	0	0	0	0	0	0	0
13:33513038-33520607:+	6	0	0	0	0	0	0	0	0	0	0
13:33578420-33597181:+	6	0	0	0	0	0	0	0	0	0	0
13:33599889-33602536:+	9	0	0	0	0	0	0	0	0	0	0
13:33599889-33611769:+	7	0	0	0	0	0	0	0	0	0	0
13:33711054-33711981:-	8	0	0	0	0	0	0	0	0	0	0
13:33727415-33738611:-	58	8	0	0	14	12	0	13	0	0	0
13:33862061-33864970:+	10	8	0	0	0	0	0	7	0	0	0
13:33866587-33870006:+	6	0	0	0	0	0	0	0	0	0	0
13:33880623-33882569:+	21	0	0	0	0	0	0	6	6	9	0
13:33984098-33984711:+	0	0	0	0	0	0	0	0	0	0	25
13:3404651-3405113:+	12	0	0	0	0	0	0	0	0	0	0
13:3404651-3426092:+	21	0	0	0	0	0	0	0	0	0	0
13:34272025-34284862:-	9	0	0	0	0	0	0	0	0	0	0
13:34340388-34341705:+	7	0	0	20	0	0	0	0	0	0	21
13:34394198-34396356:-	6	0	0	0	0	0	0	0	0	0	0
13:34555636-34557470:+	9	0	0	0	0	0	0	0	0	0	0
13:34658321-34658471:+	0	0	6	0	0	0	0	0	0	0	0
13:34713488-34716678:-	17	0	0	0	0	0	0	7	0	0	0
13:34713488-34729422:-	0	0	0	0	0	0	0	0	0	0	11
13:34769747-34780761:-	6	0	0	0	0	0	0	0	0	0	0
13:34777897-34791379:-	0	0	0	9	0	0	0	0	0	0	0
13:34779560-34780761:-	19	0	0	0	0	0	0	0	0	0	0
13:34791262-34814973:-	0	0	0	0	0	0	0	0	0	0	20
13:34799993-34814973:-	102	20	13	40	18	27	35	29	7	22	0
13:34813671-34814973:-	9	0	0	0	0	0	0	0	0	0	0
13:34822365-34825434:+	0	0	0	0	0	0	0	0	0	0	20
13:34824029-34825924:+	96	19	23	7	19	28	31	39	23	22	31
13:34876367-34882541:-	29	9	0	0	0	0	0	8	0	8	31
13:34882054-34882541:-	75	18	0	8	8	25	10	16	9	7	0
13:34933628-34933890:-	0	0	0	0	0	0	0	0	0	0	8
13:35035478-35058541:-	0	0	0	0	0	0	0	6	0	0	0
13:35051405-35054952:-	7	0	0	0	0	0	0	0	0	0	0
13:35054801-35058541:-	24	0	0	0	0	0	0	0	0	0	0
13:35210658-35249148:-	9	0	0	0	0	0	0	0	0	0	0
13:35224862-35240738:-	7	0	0	0	0	0	0	0	0	0	0
13:35246011-35252514:-	13	0	0	0	0	0	0	0	0	0	0
13:35918115-35920259:-	0	0	10	0	0	0	0	0	0	0	0
13:3767868-3776147:-	15	0	0	0	0	0	0	0	0	0	0
13:3770033-3774741:-	8	0	0	0	0	0	0	0	0	0	0
13:3773700-3774741:-	14	0	0	0	0	0	0	0	0	0	0
13:37769964-37878386:-	10	7	0	0	0	0	0	7	0	0	0
13:37769964-37904450:-	6	19	0	0	14	18	0	21	12	15	0
13:37836199-37904450:-	0	0	0	0	7	11	0	15	10	0	0
13:37878192-37904450:-	40	15	0	0	17	11	0	9	13	15	0
13:37893208-37904450:-	12	0	0	0	0	6	0	7	0	0	0
13:38450277-38456764:+	9	6	0	0	0	0	0	0	0	0	0
13:38450277-38470918:+	6	0	0	0	0	0	0	0	0	0	0
13:38452832-38472179:+	0	0	0	0	9	6	0	8	0	0	0
13:38452832-38488271:+	0	0	0	0	8	10	0	7	0	0	0
13:38452832-38490204:+	0	0	0	0	11	11	0	12	11	15	0
13:38512281-38531676:-	15	14	0	0	23	13	0	14	7	11	0
13:38516026-38518464:-	9	0	0	9	0	0	0	7	0	0	0
13:38526030-38531676:-	33	0	0	0	0	0	0	0	0	0	0
13:38526030-38539423:-	0	0	0	8	0	0	0	0	0	0	0
13:38531388-38531676:-	10	0	0	0	0	0	0	0	0	0	0
13:38531388-38545830:-	179	59	0	0	88	81	22	90	56	93	0
13:38532800-38539423:-	93	19	0	0	29	23	0	46	14	25	0
13:38532800-38545830:-	8	0	0	0	0	0	0	0	0	0	0
13:38536702-38545830:-	114	20	0	0	19	18	0	37	12	16	0
13:38538686-38545830:-	100	40	0	32	29	40	14	43	18	20	0
13:38540107-38545830:-	25	7	0	0	0	0	0	6	0	0	0
13:38541874-38545830:-	60	0	0	0	7	8	0	7	7	8	0
13:39134917-39142845:-	7	0	0	0	0	0	0	0	0	0	0
13:39257509-39262988:-	6	0	0	0	0	0	0	0	0	0	0
13:39259047-39262988:-	6	0	0	0	0	0	0	7	0	0	0
13:39275798-39280769:-	12	0	0	0	0	0	0	0	0	0	0
13:39312797-39368785:-	0	0	0	0	7	8	0	9	9	0	0
13:39332983-39368785:-	11	0	0	0	0	7	0	0	0	0	0
13:39367632-39373849:-	6	0	0	0	0	0	0	0	0	0	0
13:39367632-39384396:-	0	0	0	0	0	6	0	0	0	0	0
13:39468506-39468774:-	22	0	0	0	0	0	0	0	0	0	0
13:39482885-39486529:-	6	0	0	0	0	0	0	0	0	0	0
13:39498590-39501188:-	10	0	0	0	0	0	0	0	0	0	0
13:39498590-39503860:-	24	0	0	6	0	6	0	12	0	0	0
13:40074461-40112945:+	8	0	0	0	0	0	0	0	0	0	0
13:40239098-40245179:-	0	0	0	0	0	0	18	0	0	0	0
13:40550665-40582518:-	26	0	0	0	0	0	0	0	0	0	0
13:40601000-40601988:-	6	0	0	0	0	0	0	0	0	0	0
13:4253499-4294165:-	14	0	0	0	0	0	0	7	0	0	0
13:43764055-43778583:+	0	0	0	0	0	0	0	0	0	0	9
13:44052897-44066072:-	6	0	0	0	0	0	0	0	0	0	0
13:4407149-4414280:-	27	8	0	0	0	11	0	28	10	9	0
13:4407149-4422493:-	7	0	0	0	0	0	0	7	0	0	0
13:4407149-4444150:-	22	0	0	0	0	12	0	8	6	0	0
13:4422390-4444150:-	19	0	0	0	0	0	0	0	0	0	0
13:4422390-4462661:-	11	0	0	0	0	0	0	0	0	0	0
13:4440582-4444150:-	16	0	0	0	0	0	0	0	0	0	0
13:4440582-4462661:-	9	0	0	0	0	0	0	0	0	0	0
13:45341495-45342013:-	14	0	0	0	0	0	0	0	0	0	0
13:47760568-47764526:+	33	0	11	0	0	0	0	7	0	0	0
13:47760568-47794947:+	10	0	8	0	0	0	14	0	0	0	0
13:48930997-48952585:-	0	0	0	10	0	0	0	0	0	0	0
13:50448344-50474243:-	0	0	0	10	0	0	0	0	0	0	0
13:50613883-50614695:-	0	0	0	0	0	0	0	0	0	0	22
13:50643755-50651009:-	0	0	0	0	0	0	0	0	0	0	13
13:52433335-52439436:-	0	0	0	0	0	0	0	0	0	0	28
13:52748929-52876892:-	9	0	0	0	0	0	0	0	0	0	0
13:53090588-53106944:-	19	0	0	14	0	0	0	6	0	0	0
13:54119776-54163603:-	7	0	0	0	0	0	0	0	0	0	0
13:54119776-54173527:-	0	0	0	0	0	7	0	0	0	0	0
13:54119776-54175789:-	7	0	0	0	0	0	0	0	0	0	0
13:54139187-54155607:-	6	0	0	0	0	0	0	0	0	0	0
13:54139187-54163603:-	17	0	0	0	0	0	0	0	0	0	0
13:55652968-55668255:-	8	0	0	0	0	0	0	0	0	7	0
13:56992009-57007489:+	0	0	0	0	0	0	6	0	0	0	0
13:61681807-61687986:+	15	0	0	0	0	0	0	0	0	0	0
13:65289859-65330679:-	21	6	0	7	15	25	0	21	0	13	0
13:65312474-65330679:-	6	0	0	0	10	0	0	0	0	0	0
13:65321647-65330679:-	9	0	0	0	0	0	0	0	0	0	0
13:65380653-65408076:-	8	0	0	0	0	0	0	0	0	0	0
13:65401047-65408076:-	18	6	0	0	0	0	0	8	0	9	0
13:65723022-65724436:+	8	0	0	0	0	0	0	0	0	0	0
13:65723022-65737340:+	6	0	0	0	0	0	0	0	0	0	0
13:65815437-65822147:+	0	0	0	0	0	0	0	0	0	0	24
13:65823805-65830407:+	0	0	0	17	0	0	0	0	0	0	0
13:66114471-66116302:+	21	24	0	0	14	6	0	10	0	9	0
13:66228490-66231124:-	16	0	0	0	0	0	0	0	0	0	0
13:66245792-66246591:+	49	0	0	0	8	12	0	10	15	10	0
13:66247440-66254215:+	18	0	0	0	0	0	0	0	0	0	0
13:66247440-66263031:+	8	0	0	0	0	0	0	0	0	0	0
13:66256056-66257058:+	8	0	0	0	0	0	0	0	0	0	0
13:66256953-66258244:+	7	0	0	0	0	0	0	0	0	0	0
13:66257685-66268851:+	209	40	0	0	28	40	0	77	17	31	0
13:66257685-66270535:+	79	21	0	0	18	15	0	38	29	16	0
13:66257685-66284493:+	9	6	0	0	9	7	0	9	0	12	0
13:66258956-66268851:+	22	0	0	0	0	0	0	6	0	0	0
13:66262887-66270535:+	6	0	0	0	0	0	0	0	0	0	0
13:66270424-66278253:+	7	0	0	0	0	0	0	0	0	0	0
13:66270424-66289280:+	6	0	0	0	0	0	0	0	0	0	0
13:66283420-66285142:+	9	0	0	0	0	0	0	0	0	0	0
13:66286771-66290655:+	7	0	0	0	0	0	0	7	0	0	0
13:66493800-66495580:-	143	37	40	33	33	34	48	45	26	38	0
13:67469637-67492190:+	11	0	0	0	0	0	0	0	0	0	0
13:67483837-67517641:+	9	0	0	0	0	0	0	6	0	0	0
13:68173384-68200527:+	0	0	0	0	0	0	0	0	6	0	0
13:68595005-68602058:-	8	0	0	0	0	0	0	0	0	0	0
13:68595005-68611602:-	10	0	0	14	0	11	12	7	0	0	0
13:68599626-68611602:-	15	0	0	0	0	0	7	0	0	0	0
13:68601959-68611602:-	11	0	0	0	0	0	0	0	0	0	0
13:68603982-68611602:-	44	0	0	0	0	8	0	8	0	0	0
13:68607143-68624887:-	0	0	0	0	0	0	0	6	0	0	0
13:68611369-68611602:-	59	12	0	0	8	11	0	6	7	18	0
13:6868344-6879493:-	11	0	0	0	0	0	0	7	0	0	0
13:6872750-6879493:-	6	0	0	0	0	0	0	0	0	0	0
13:68820769-68821056:-	15	0	0	0	7	0	0	0	6	0	0
13:68846780-68855419:+	13	0	0	0	0	0	0	6	0	0	0
13:69061564-69062499:-	7	0	0	0	0	0	13	6	0	0	0
13:6908886-6909142:+	8	0	0	7	0	0	0	0	0	0	0
13:69223491-69228869:-	0	0	0	0	8	0	0	0	0	0	0
13:6930899-6933794:+	11	0	0	0	0	0	0	6	0	0	0
13:69474185-69475773:-	7	0	0	0	0	0	0	0	0	0	0
13:69867100-69886841:-	8	0	0	0	0	0	0	0	0	0	0
13:7021800-7073598:+	0	0	0	0	0	0	6	0	0	0	0
13:70366672-70372547:+	0	0	0	18	0	0	0	0	0	0	0
13:70406476-70408175:-	94	10	0	0	0	18	6	18	17	11	0
13:7052820-7067942:+	0	0	0	11	0	0	0	0	0	0	0
13:7059115-7073598:+	0	0	0	0	0	0	0	0	0	0	15
13:71719657-71720414:+	10	0	0	0	0	0	0	0	0	0	0
13:71896437-71897752:+	7	0	0	0	0	0	0	0	0	0	0
13:71897445-71897752:+	13	6	16	18	0	0	16	0	0	0	0
13:72116571-72128165:-	0	0	0	0	8	0	0	0	0	0	0
13:72205647-72227104:+	0	0	0	0	0	0	0	6	0	0	0
13:72643994-72644521:-	45	10	0	0	0	8	0	12	0	12	0
13:73237138-73239444:-	77	17	0	0	8	13	8	14	0	15	36
13:73291406-73303813:+	6	0	0	0	0	0	0	0	0	0	0
13:73294631-73295032:+	15	0	0	0	0	0	0	6	0	0	0
13:73294631-73296199:+	6	0	0	0	0	0	0	0	0	0	0
13:73619279-73631399:+	11	6	0	0	0	0	0	7	0	8	0
13:73686495-73689649:+	11	0	0	0	0	0	0	0	0	0	0
13:73736298-73737630:-	0	0	0	11	0	0	0	0	0	0	0
13:73778763-73803519:-	7	0	0	0	0	0	6	0	0	0	0
13:73876463-73880623:-	11	0	0	0	0	0	0	0	0	0	0
13:73879906-73890683:-	0	0	0	0	0	0	0	7	0	0	0
13:73882475-73890683:-	23	0	0	0	6	0	0	0	0	0	0
13:73892521-73895711:-	0	0	0	0	6	0	0	0	0	0	0
13:74783977-74786263:-	9	0	0	0	0	0	0	0	0	0	0
13:74786099-74790021:-	7	0	0	0	0	0	0	0	0	0	0
13:74791082-74825563:-	0	10	0	0	0	0	0	0	0	0	0
13:74941674-74948215:+	0	0	0	0	0	0	6	0	0	0	0
13:74943687-74944461:+	0	0	0	22	0	0	12	0	0	0	0
13:74945342-74948215:+	0	0	0	0	0	0	8	0	0	0	0
13:74948060-74952821:+	0	0	0	11	0	0	0	0	0	0	0
13:74948060-74965903:+	0	0	0	0	0	0	0	0	0	0	20
13:74949899-74963720:+	0	0	6	0	0	0	0	0	0	0	17
13:75307917-75315114:-	8	0	0	0	0	0	0	0	0	0	0
13:75307917-75336899:-	26	0	0	0	0	0	0	0	0	9	0
13:75331670-75336899:-	16	7	0	0	0	9	0	0	0	0	0
13:75331670-75350029:-	6	0	0	0	0	0	0	0	0	0	0
13:75336798-75350029:-	6	0	0	0	0	0	0	0	0	0	0
13:75342683-75362989:-	0	0	0	0	0	0	0	6	0	0	0
13:75615214-75616395:+	11	7	0	0	7	0	0	0	0	6	0
13:75615214-75645292:+	11	6	0	0	0	10	0	8	0	0	0
13:75615214-75652667:+	90	92	38	6	69	145	24	155	121	95	34
13:75652553-75675474:+	7	0	0	0	0	0	0	0	0	0	0
13:77065147-77075075:+	6	0	0	0	0	0	0	0	0	0	0
13:77068766-77075075:+	8	0	0	0	0	0	0	0	0	0	0
13:77255799-77263360:+	11	0	0	0	0	0	0	0	0	0	0
13:77255799-77289518:+	11	9	0	0	0	0	29	8	7	0	0
13:77329661-77349444:-	8	6	0	0	0	7	0	0	0	0	0
13:77334365-77345756:-	6	0	0	0	0	0	0	0	0	0	0
13:77334365-77349444:-	11	0	0	0	0	0	0	11	0	0	0
