circRNA	cow-liver-K024	cow-testis-adult-1	cow-liver-K001	pig-testis-Testis-31	pig-testis-Testis-73	cow-testis-adult-2	pig-liver-old-1	pig-liver-young-1	pig-testis-Testis-91	cow-liver-B005	pig-testis-Testis-54	cow-testis-neonat-2	cow-testis-neonat-1	cow-liver-K018	cow-liver-B028	cow-testis-neonat-3	pig-liver-old-2	cow-testis-adult-3	pig-testis-Testis-05	pig-testis-Testis-65	cow-liver-K006	cow-liver-K011	cow-liver-B008	pig-testis-Testis-16	cow-liver-B022	cow-liver-K013	cow-liver-B004	pig-liver-young-2	cow-liver-B027
11:77475171-77499037:+	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11:77475171-77503607:+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0
11:77484688-77489240:+	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0
11:77489151-77503607:+	0	0	0	13	0	0	0	0	0	0	6	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0
11:77498615-77503607:+	0	0	0	46	7	0	0	0	9	0	8	0	0	0	0	0	0	0	6	7	0	0	0	9	0	0	0	0	0
11:77887576-77897088:+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	7
11:78107599-78133105:+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0
11:78107599-78174796:+	0	0	0	0	0	9	0	0	0	0	0	0	8	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0
11:78193838-78204928:-	0	0	0	9	0	0	0	0	0	0	6	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0
11:78200388-78201739:-	0	0	0	13	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11:78200388-78207171:-	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11:78343009-78351465:+	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11:78343009-78352808:+	0	0	0	31	0	0	17	0	0	0	8	0	0	0	0	0	119	0	0	7	0	0	0	6	0	0	0	33	0
11:78343009-78394519:+	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0
11:78349881-78352808:+	0	0	0	14	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11:78349881-78356609:+	0	0	0	12	0	0	14	12	0	0	0	0	0	0	0	0	12	0	13	0	0	0	0	11	0	0	0	0	0
11:78351384-78352808:+	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11:78382355-78383968:+	0	0	0	57	18	0	21	26	11	0	16	0	0	0	0	0	48	0	18	6	0	0	0	14	0	0	0	0	0
11:7842818-7855987:+	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11:78513751-78528973:+	42	6	32	0	0	8	0	0	0	19	0	29	66	41	63	25	0	8	0	0	28	47	22	0	32	37	15	0	46
11:78513751-78553341:+	0	0	0	0	0	0	0	0	0	0	0	7	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11:78543048-78543369:-	0	0	0	41	7	0	0	0	0	0	6	0	0	0	0	0	0	0	12	7	0	0	0	6	0	0	0	0	0
11:78693304-78703726:-	0	0	0	12	6	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0
11:78756444-78765451:+	0	0	0	60	7	0	0	0	8	0	11	0	0	0	0	0	0	0	16	7	0	0	0	6	0	0	0	0	0
11:78762106-78773224:+	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0
11:78892499-78896997:+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0
11:78895859-78896997:+	0	15	0	0	0	21	0	0	0	0	0	0	13	0	0	10	0	28	0	0	0	0	0	0	0	0	0	0	0
11:79124045-79125382:+	0	0	0	7	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11:80863436-80877367:+	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11:80863436-80881559:+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8
11:80863436-80885897:+	0	0	0	0	0	8	0	0	0	0	0	13	13	0	0	12	0	0	0	0	0	6	0	0	0	0	0	0	0
11:80885577-80902939:+	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11:80888998-80889646:+	13	21	11	0	0	26	0	0	0	7	0	40	39	14	11	34	0	36	0	0	9	17	11	0	11	6	12	0	30
11:80888998-80891074:+	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0
11:80888998-80900560:+	0	0	0	0	0	8	0	0	0	0	0	6	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0
11:80892389-80897503:+	0	8	0	0	0	23	0	0	0	0	0	13	10	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0
11:80895661-80897503:+	0	45	0	0	0	89	0	0	0	0	0	32	28	0	0	22	0	81	0	0	0	0	0	0	0	0	0	0	0
11:80895661-80902939:+	0	29	0	0	0	49	0	0	0	0	0	0	0	0	0	8	0	39	0	0	0	6	0	0	0	0	0	0	0
11:80900424-80902939:+	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0
11:82697776-82698629:-	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11:82746023-82777908:+	14	0	0	0	0	0	0	0	0	6	0	0	8	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11:83034586-83053730:+	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11:83052666-83077650:+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0
11:83073710-83077650:+	0	6	0	0	0	7	0	0	0	0	0	15	14	0	9	11	0	11	0	0	0	0	0	0	6	0	0	0	0
11:83143615-83149930:+	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	6	0	9	0	0	0	0	0	0	0	0	0	0	0
11:8561599-8604797:+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0
11:86121766-86124094:-	10	0	0	0	0	0	0	0	0	6	0	0	0	0	14	0	0	0	0	0	0	0	6	0	0	0	0	0	6
11:86533220-86547276:+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0
11:8663834-8670626:+	0	0	0	7	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11:87692482-87705127:-	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11:88033170-88034246:-	11	0	0	0	0	0	0	0	0	6	0	0	11	6	9	0	0	0	0	0	0	0	0	0	0	11	0	0	11
11:88093715-88103945:-	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	6	0	0	6
11:88098202-88103945:-	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11:88410944-88438223:+	0	0	0	0	0	0	0	0	0	0	0	6	0	0	9	0	0	0	0	0	0	7	0	0	6	0	0	0	0
11:88494024-88503702:+	0	18	0	0	0	9	0	0	0	0	0	26	24	0	0	30	0	19	0	0	0	0	0	0	0	0	0	0	0
11:88494024-88508705:+	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11:88502342-88508705:+	0	6	0	0	0	0	0	0	0	0	0	0	11	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0
11:88523145-88524496:+	0	35	0	0	0	30	0	0	0	0	0	99	183	0	9	122	0	31	0	0	0	0	8	0	0	6	8	0	9
11:88525485-88527909:+	0	6	0	0	0	9	0	0	0	0	0	6	9	0	0	8	0	7	0	0	0	0	0	0	0	0	0	0	0
11:8974450-8982801:-	0	0	0	11	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11:89915560-89925936:-	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0
11:9102239-9114398:+	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11:9108017-9120720:+	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11:9120114-9135320:+	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11:9132179-9139476:+	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11:9132179-9149581:+	0	0	0	65	13	0	0	10	18	0	25	0	0	0	0	0	0	0	25	9	0	0	0	16	0	0	0	0	0
11:9132179-9170916:+	0	0	0	90	22	0	0	0	17	0	23	0	0	0	0	0	0	0	30	18	0	0	0	22	0	0	0	0	0
11:9132179-9187549:+	0	0	0	10	0	0	0	0	8	0	10	0	0	0	0	0	0	0	6	0	0	0	0	10	0	0	0	0	0
11:9145359-9148973:+	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11:9145563-9149581:+	0	0	0	45	0	0	0	0	0	0	9	0	0	0	0	0	0	0	13	7	0	0	0	16	0	0	0	0	0
11:9145563-9170916:+	0	0	0	55	23	0	7	0	12	0	16	0	0	0	0	0	6	0	15	18	0	0	0	7	0	0	0	0	0
11:9145563-9190868:+	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11:9166633-9170916:+	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0
11:92330963-92339936:-	0	0	0	0	0	0	0	0	0	6	0	10	16	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0
11:93147104-93164733:+	0	0	7	0	0	0	0	0	0	0	0	10	28	0	0	20	0	0	0	0	0	0	0	0	6	0	0	0	0
11:93147104-93188108:+	0	0	0	0	0	0	0	0	0	0	0	14	15	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0
11:93152535-93164733:+	7	0	20	0	0	14	0	0	0	8	0	46	55	8	7	47	0	13	0	0	11	0	16	0	14	8	16	0	17
11:93152535-93188108:+	0	0	0	0	0	0	0	0	0	0	0	13	8	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0
11:94123535-94155626:+	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11:94123535-94175392:+	6	0	0	0	0	0	0	0	0	0	0	15	18	7	0	23	0	9	0	0	12	6	0	0	8	0	8	0	0
11:94143343-94144926:+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0
11:94143343-94155626:+	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11:94293507-94306636:-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0
11:94320964-94324073:-	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11:94320964-94335452:-	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11:94320964-94342661:-	0	6	7	0	0	22	0	0	0	17	0	0	13	12	7	12	0	7	0	0	9	6	9	0	11	0	6	0	9
11:94331682-94342661:-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0
11:94335286-94342661:-	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0
11:94877353-95012672:-	0	0	0	0	0	0	0	0	0	0	0	8	8	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0
11:95937948-95941477:-	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	7
11:96204587-96206628:+	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0
11:962793-964414:+	0	0	0	77	13	0	0	0	9	0	16	0	0	0	0	0	0	0	15	12	0	0	0	14	0	0	0	0	0
11:962793-965818:+	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11:96406846-96487778:-	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11:96470060-96487778:-	0	10	0	0	0	12	0	0	0	0	0	39	53	10	9	43	0	14	0	0	6	0	7	0	0	12	0	0	14
11:96470060-96494764:-	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0
11:96735148-96741606:+	0	6	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11:97175818-97193918:+	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0
11:97191200-97223261:+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	6	0	0	0	7	0	0	0	0
11:97725077-97816964:+	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11:98231326-98232763:-	0	0	0	0	0	0	0	0	0	0	0	42	40	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0
11:983224-998700:+	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11:9894097-9895238:-	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11:99138944-99139616:+	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11:99436470-99439863:+	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12:11098683-11105179:+	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12:11098683-11115276:+	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12:11098683-11119957:+	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12:11111354-11115645:-	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12:11128705-11134077:-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	12
12:11174468-11176235:-	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0
12:11176127-11214183:-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0
12:11253177-11259350:+	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	48	0
12:11253177-11266696:+	0	0	0	0	0	0	0	6	0	0	6	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	12	0
12:11253177-11268222:+	0	0	0	0	0	0	15	81	0	0	0	0	0	0	0	0	103	0	8	0	0	0	0	10	0	0	0	16	0
12:11258621-11261616:+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0
12:11258621-11263325:+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0
12:11258621-11268222:+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0
12:11267711-11273867:+	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12:11422092-11425864:+	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12:11438044-11454590:-	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12:11483352-11495807:+	8	16	17	0	0	7	0	0	0	8	0	41	38	8	18	41	0	12	0	0	11	16	11	0	16	7	15	0	13
12:11483352-11498837:+	0	0	0	0	0	7	0	0	0	0	0	6	13	6	0	22	0	0	0	0	8	0	0	0	8	0	6	0	0
12:11483352-11501412:+	0	0	8	0	0	0	0	0	0	6	0	0	8	0	9	12	0	0	0	0	0	0	0	0	0	7	0	0	9
12:11483352-11508684:+	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12:11669305-11671052:-	0	0	0	394	68	0	42	0	82	0	84	0	0	0	0	0	38	0	107	59	0	0	0	35	0	0	0	0	0
12:11669305-11672541:-	0	0	0	164	30	0	41	14	49	0	59	0	0	0	0	0	77	0	52	26	0	0	0	29	0	0	0	34	0
12:11678393-11727297:-	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0
12:11727140-11731351:-	0	0	7	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	6	0	0	0	0	0	0	6
12:11773848-11789561:-	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0
12:11787862-11789561:-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0
12:11800134-11808818:-	0	0	0	0	0	0	29	19	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0
12:11892147-11892556:-	0	0	0	57	10	0	0	0	7	0	12	0	0	0	0	0	8	0	8	6	0	0	0	0	0	0	0	0	0
12:11909573-11953625:-	0	0	0	0	0	0	0	0	0	0	0	0	0	6	15	0	0	0	0	0	8	0	0	0	8	6	0	0	12
12:11933828-11950875:-	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
12:11933828-11953625:-	20	0	25	0	0	0	0	0	0	13	0	0	6	14	40	6	0	0	0	0	18	19	30	0	26	14	16	0	34
12:11943664-11953625:-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12:11995364-12012892:-	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	7	0	0	0	7	8	0	0	9
12:11995364-12030246:-	12	0	9	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	8	0	6	0	10	0	0	0	6
12:11995364-12052111:-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0
12:12026662-12030246:-	21	0	15	0	0	0	0	0	0	8	0	14	11	12	10	13	0	0	0	0	7	15	7	0	14	12	17	0	17
12:12331332-12340337:-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0
12:12621341-12657864:-	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12:12704688-12715789:-	0	0	0	17	0	0	0	0	7	0	11	0	0	0	0	0	0	0	7	0	0	0	0	6	0	0	0	0	0
12:12704688-12748564:-	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12:12736750-12748564:-	0	0	0	15	19	0	0	0	8	0	7	0	0	0	0	0	0	0	14	12	0	0	0	14	0	0	0	0	0
12:12736750-12757927:-	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	9	6	0	0	0	0	0	0	0	0	0
12:12736750-12771332:-	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	9	0	0	0	36	0
12:12736750-12807169:-	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0
12:12757543-12771332:-	0	0	0	61	15	0	0	0	11	0	17	0	0	0	0	0	0	0	15	0	0	0	0	9	0	0	0	0	0
12:12757543-12807169:-	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12:12768442-12771332:-	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12:12768442-12807169:-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0
12:12801757-12807169:-	0	0	0	55	12	0	6	0	8	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0
12:12830864-12835754:-	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12:13075952-13089960:-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
12:13088989-13095812:-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	7	0	0	0	7	0	0	8
12:13214452-13221925:+	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0
12:13501056-13501309:-	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12:13551886-13565160:-	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12:13551886-13571493:-	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12:13558960-13571493:-	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12:14038570-14040563:+	0	0	0	22	0	0	0	0	0	0	6	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	13	0
12:14049644-14050487:+	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12:14050398-14054068:+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0
12:14074669-14075925:-	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0
12:14102804-14103030:+	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0
12:14141605-14142428:+	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12:14178157-14185034:+	0	0	0	6	0	0	0	0	0	0	6	0	0	0	0	0	0	0	6	6	0	0	0	0	0	0	0	0	0
12:14207096-14208324:+	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12:14216840-14218889:+	0	0	0	7	6	0	0	0	0	0	6	0	0	0	0	0	14	0	7	0	0	0	0	0	0	0	0	0	0
12:14438842-14448031:+	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12:14438842-14454660:+	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12:14461251-14483274:+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0
12:14465465-14471485:+	0	0	0	16	0	0	0	0	6	0	7	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0
12:14465465-14483274:+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0
12:14465465-14488093:+	0	0	0	0	0	0	0	8	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12:14475483-14479879:+	0	0	0	14	0	0	0	0	0	0	10	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0
12:14475483-14488093:+	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0
12:14478610-14483274:+	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12:14478610-14488093:+	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12:14479741-14483274:+	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12:14479741-14486463:+	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12:14479741-14488093:+	0	0	0	16	0	0	0	0	6	0	11	0	0	0	0	0	0	0	9	0	0	0	0	10	0	0	0	0	0
12:14533440-14538259:-	0	0	0	24	0	0	0	9	6	0	0	0	0	0	0	0	6	0	9	0	0	0	0	0	0	0	0	0	0
12:14556717-14568023:-	0	0	0	20	6	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12:14556717-14569779:-	0	0	0	45	6	0	0	0	6	0	6	0	0	0	0	0	0	0	12	10	0	0	0	12	0	0	0	0	0
12:14560368-14569779:-	0	0	0	32	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12:14564245-14569779:-	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12:14575260-14575421:+	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12:14575260-14575687:+	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12:14588251-14590571:+	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12:14588251-14606971:+	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12:14588251-14649143:+	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12:14676937-14681495:+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0
