circRNA	pig-liver-young-1	pig-liver-old1	pig-testis-5	cow-liver-K001	cow-testis-adult2	cow-testis-neonat1	cow-liver-K006	pig-testis-54	cow-liver-B004	cow-liver-K013	pig-testis-31	cow-liver-B028	cow-liver-K018	pig-liver-old2	cow-testis-neonat3	cow-liver-B005	cow-liver-B022	cow-liver-K024	cow-liver-B008	cow-liver-K011	cow-testis-adult1	pig-liver-young-2	cow-liver-B027	cow-testis-neonat2	cow-testis-adult3
10:70456616-70465312:-	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	9	15
10:72950208-72967925:+	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10:72950208-72983216:+	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10:72950208-73028373:+	0	0	0	0	0	6	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0
10:73857389-73864103:+	0	0	0	0	10	17	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	9
10:75674947-75711621:-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
10:77662689-77737451:+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	11
10:80902957-80908632:-	0	0	0	7	67	74	0	0	13	8	0	18	9	0	47	15	12	0	0	9	36	0	11	66	54
10:81007325-81013653:+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	7	0
10:82215520-82220418:-	0	0	0	0	0	27	0	0	0	6	0	0	6	0	20	6	0	9	0	0	6	0	0	15	0
10:83135652-83137454:+	0	0	0	0	15	11	0	0	0	0	0	0	0	0	13	0	0	0	0	0	8	0	0	16	11
10:84666091-84675770:+	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10:8607940-8640366:-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
10:88644417-88645246:-	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10:92130812-92144195:-	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10:92130812-92176186:-	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10:92138933-92144195:-	0	0	0	0	0	12	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0
10:92487636-92499187:-	0	0	0	0	7	10	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	13
10:9479242-9488333:+	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10:9479242-9501512:+	0	0	0	0	0	14	0	0	0	0	0	8	0	0	14	0	0	0	0	0	0	0	0	23	0
10:9968574-9981382:-	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10:99699442-99713237:-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0
11:100339068-100352748:-	0	0	0	0	0	19	0	0	6	0	0	0	0	0	7	0	6	0	0	0	0	0	0	10	0
11:101097686-101098710:+	0	0	0	0	9	13	0	0	0	0	0	0	0	0	11	0	0	0	0	0	8	0	0	0	0
11:101565355-101578523:+	0	0	0	0	0	7	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0
11:101752184-101762410:-	0	0	0	8	7	46	12	0	14	9	0	7	10	0	34	11	8	16	0	10	6	0	7	31	0
11:101757039-101762410:-	0	0	0	0	0	13	0	0	0	0	0	6	0	0	14	0	0	0	0	0	0	0	0	14	0
11:102346591-102361708:-	0	0	0	0	18	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	7
11:102346591-102374858:-	0	0	0	10	8	0	9	0	23	21	0	8	10	0	0	16	20	15	13	11	0	0	8	0	0
11:102400684-102417701:-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
11:102400684-102425101:-	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11:10928915-10961241:-	0	0	0	0	6	14	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0
11:10931947-10961241:-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0
11:10941882-10961241:-	0	0	0	0	10	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
11:10954596-10961241:-	0	0	0	0	21	37	0	0	0	6	0	0	0	0	20	0	0	0	0	0	9	0	0	13	21
11:11006410-11012512:-	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	10
11:14558352-14590292:-	0	0	0	0	0	7	0	0	0	0	0	0	0	0	9	7	0	0	0	0	0	0	0	9	0
11:14566436-14597192:-	0	0	0	0	0	6	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	7	6
11:14587788-14608986:-	0	0	0	0	19	31	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	26	6
11:14902218-14909305:+	0	0	0	0	0	6	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0
11:14902218-14914837:+	0	0	0	12	38	134	8	0	14	6	0	10	8	0	144	17	7	8	8	0	26	0	11	117	43
11:14988281-15012504:+	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11:15322597-15332994:+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
11:15774097-15785697:+	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11:15774097-15838298:+	0	0	0	0	0	11	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0
11:1738080-1745958:+	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
11:18854666-18930694:+	0	0	0	0	0	0	0	0	0	0	0	0	6	0	9	0	0	0	0	0	0	0	0	0	0
11:18854666-18946088:+	0	0	0	0	0	7	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	11	0
11:19756649-19757603:-	0	0	0	0	0	8	0	0	0	0	0	0	0	0	9	0	0	0	0	0	7	0	0	35	0
11:20365509-20413368:+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0
11:20383912-20413368:+	0	0	0	131	17	16	87	0	141	81	0	158	126	0	19	101	84	113	139	116	14	0	151	10	13
11:20913917-20935537:-	0	0	0	0	6	13	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	16	0
11:20923193-20935537:-	0	0	0	0	7	12	0	0	0	0	0	0	0	0	8	0	0	0	0	0	12	0	0	0	11
11:2326609-2329802:-	0	0	0	0	0	6	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0
11:24688845-24690509:+	0	0	0	0	0	10	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	9	8
11:24688845-24696745:+	0	0	0	0	0	9	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0
11:24688845-24702865:+	0	0	0	0	6	9	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0
11:26193988-26195642:-	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11:26653158-26657743:+	0	0	0	0	11	19	0	0	0	0	0	6	0	0	20	0	0	0	0	0	10	0	0	16	10
11:27973553-27995478:-	0	0	0	14	66	175	17	0	24	25	0	15	15	0	107	24	15	22	9	23	45	0	10	181	91
11:27973553-27999032:-	0	0	0	7	0	22	0	0	0	8	0	0	0	0	9	0	0	8	0	0	0	0	0	8	13
11:28437365-28444280:+	0	0	0	0	0	29	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	13	0
11:28458032-28467468:+	0	0	0	0	0	13	0	0	13	14	0	9	12	0	16	10	10	8	9	10	0	0	7	9	6
11:30163720-30165834:-	0	0	0	8	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11:30171066-30171968:-	0	0	0	0	8	88	0	0	12	0	0	15	0	0	63	8	8	0	10	0	0	0	0	31	0
11:30951642-30952670:+	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
11:3496439-3520458:+	0	0	0	11	10	0	23	0	6	11	0	23	22	0	0	0	8	0	13	22	0	0	10	0	9
11:3507074-3520458:+	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	11
11:36438207-36444372:-	0	0	0	0	0	13	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	7	0
11:3893760-3906141:-	0	0	0	0	12	44	0	0	0	0	0	0	0	0	21	0	0	0	0	0	6	0	0	32	8
11:40721456-40728475:+	0	0	0	0	0	0	0	0	8	7	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0
11:40830587-40872084:-	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11:43826698-43837468:+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
11:44723412-44724754:-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0
11:4582209-4597174:-	0	0	0	0	9	11	0	0	0	0	0	0	0	0	6	0	0	7	0	0	0	0	0	6	0
11:4595635-4597174:-	0	0	0	7	0	8	12	0	9	11	0	25	0	0	0	11	8	16	15	21	0	0	19	6	0
11:48159477-48177567:-	0	0	0	0	0	6	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	9	0
11:49946051-49973427:-	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11:60038249-60056497:-	0	0	0	0	12	47	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	34	10
11:6028589-6039808:-	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0
11:61479126-61497030:+	0	0	0	0	26	24	9	0	6	8	0	0	0	0	21	0	0	8	0	0	9	0	0	19	11
11:62308703-62309783:+	0	0	0	0	0	23	0	0	7	13	0	10	8	0	7	7	6	0	0	0	0	0	17	16	7
11:63700973-63712579:-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0
11:66880594-66929893:+	0	0	0	6	10	0	0	0	0	10	0	0	0	0	24	0	0	7	7	0	0	0	0	7	0
11:6895916-6905281:+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	11	0	0	0	6	0	0
11:70943249-70963881:-	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0
11:71504920-71512719:-	0	0	0	6	7	12	0	0	8	0	0	7	0	0	13	0	8	8	0	9	0	0	10	12	0
11:72081955-72089850:-	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0
11:73611306-73615181:+	0	0	0	0	0	0	0	0	0	0	0	6	0	0	7	0	0	0	7	0	0	0	7	0	0
11:73611306-73622159:+	0	0	0	0	6	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11:73771435-73793032:+	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0
11:75055206-75072874:-	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11:75107374-75114570:+	0	0	0	7	9	16	0	0	0	0	0	11	7	0	6	7	9	13	10	0	0	0	0	13	7
11:75107374-75118486:+	0	0	0	22	12	52	15	0	17	19	0	36	19	0	28	14	33	31	15	26	0	0	24	49	10
11:75189849-75207461:+	0	0	0	9	25	30	7	0	7	7	0	12	0	0	35	7	13	0	7	0	11	0	7	33	19
11:78513751-78528973:+	0	0	0	32	8	66	28	0	15	37	0	63	41	0	25	19	32	42	22	47	6	0	46	29	8
11:80863436-80881559:+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0
11:88093715-88103945:-	0	0	0	0	0	0	0	0	0	6	0	0	6	0	0	0	0	0	0	0	0	0	6	0	0
11:88410944-88438223:+	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	6	0	0	7	0	0	0	6	0
11:89915560-89925936:-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	8	0	0	0	0	0
11:9120114-9135320:+	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11:93152535-93164733:+	0	0	0	20	14	55	11	0	16	8	0	7	8	0	47	8	14	7	16	0	0	0	17	46	13
11:94123535-94155626:+	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11:94123535-94175392:+	0	0	0	0	0	18	12	0	8	0	0	0	7	0	23	0	8	6	0	6	0	0	0	15	9
11:94143343-94155626:+	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11:94320964-94324073:-	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0
11:94877353-95012672:-	0	0	0	0	0	8	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	8	0
11:95937948-95941477:-	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	7	0	0
11:96470060-96487778:-	0	0	0	0	12	53	6	0	0	12	0	9	10	0	43	0	0	0	7	0	10	0	14	39	14
11:96470060-96494764:-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	8
11:97175818-97193918:+	0	0	0	0	0	6	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0
12:11111354-11115645:-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0
12:11483352-11495807:+	0	0	0	17	7	38	11	0	15	7	0	18	8	0	41	8	16	8	11	16	16	0	13	41	12
12:11483352-11498837:+	0	0	0	0	7	13	8	0	6	0	0	0	6	0	22	0	8	0	0	0	0	0	0	6	0
12:11483352-11508684:+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0
12:11909573-11953625:-	0	0	0	0	0	0	8	0	0	6	0	15	6	0	0	0	8	0	0	0	0	0	12	0	0
12:11995364-12012892:-	0	0	0	0	0	9	7	0	0	8	0	0	0	0	0	0	7	0	0	0	0	0	9	0	0
12:15551537-15556945:+	0	0	0	0	0	9	0	0	0	0	0	7	6	0	8	0	0	11	0	0	0	0	0	8	0
12:16089514-16106617:-	0	0	0	14	11	38	8	0	13	10	0	13	11	0	40	0	13	7	12	12	24	0	15	19	14
12:20632808-20633542:+	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12:21565911-21571175:-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0
12:2436831-2452607:+	0	0	0	0	10	10	0	0	0	0	0	0	0	0	6	0	0	0	0	0	9	0	0	11	18
12:2436831-2509457:+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
12:25787172-25792338:-	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12:26084114-26126705:-	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	6
12:26164975-26179121:-	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12:26324189-26347302:-	0	0	0	0	19	19	0	0	0	0	0	0	0	0	10	0	0	0	0	0	11	0	0	8	11
12:26343245-26347302:-	0	0	0	0	14	18	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	7	6
12:28358801-28362345:-	0	0	0	0	0	7	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0
12:28358801-28388860:-	0	0	0	0	6	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12:28375309-28376983:-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	8	0
12:28375309-28388860:-	0	0	0	0	7	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	10	8
12:28382082-28388860:-	0	0	0	0	7	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0
12:31656947-31657867:+	0	0	0	0	0	6	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	9	0
12:31862813-31866489:-	0	0	0	0	9	11	0	0	0	7	0	10	6	0	7	0	0	6	0	9	7	0	13	10	0
12:32927742-32934095:-	0	0	0	10	0	14	8	0	19	18	0	37	15	0	35	11	35	27	14	10	6	0	22	22	0
12:32931751-32934095:-	0	0	0	0	0	0	0	0	0	0	0	6	0	0	13	0	0	0	0	0	0	0	0	7	0
12:33098680-33120544:-	0	0	0	0	8	14	0	0	0	0	0	0	0	0	12	0	0	0	0	0	7	0	0	7	0
12:33098680-33129672:-	0	0	0	0	0	14	0	0	0	0	0	6	0	0	11	7	0	6	0	0	0	0	6	11	0
12:33116632-33129672:-	0	0	0	13	0	53	0	0	0	0	0	8	0	0	47	8	0	0	0	8	0	0	12	34	9
12:34245995-34248361:+	0	0	0	0	0	0	0	0	13	11	0	20	7	0	0	7	11	10	8	10	0	0	0	0	0
12:35555652-35571086:+	0	0	0	0	0	33	0	0	0	0	0	0	0	0	23	0	0	0	0	0	7	0	0	9	0
12:35719119-35728479:+	0	0	0	0	0	7	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	8	0
12:35728340-35755754:+	0	0	0	0	0	20	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	12	0
12:35738509-35755754:+	0	0	0	0	0	11	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0
12:36275149-36293662:+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0
12:36275149-36297445:+	0	0	0	0	7	46	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	13	7
12:36486711-36494600:+	0	0	0	0	41	46	0	0	0	0	0	0	0	0	42	0	0	0	0	0	17	0	0	39	25
12:36495503-36502653:+	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	6
12:48691383-48691930:-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0
12:50853138-50860782:+	0	0	0	9	6	10	7	0	8	7	0	0	0	0	11	0	7	0	0	0	7	0	6	6	0
12:52300919-52316717:-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0
12:53776813-53785407:-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	6	0
12:54614966-54627426:+	0	0	0	28	13	35	11	0	13	14	0	27	24	0	36	15	12	21	14	20	10	0	34	37	16
12:74461473-74462251:+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	13	0
12:75219887-75220083:+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0
12:76109394-76112586:+	0	0	0	0	0	10	0	0	0	0	0	9	0	0	7	0	0	0	0	0	0	0	0	7	0
12:76953694-76967469:+	0	0	0	35	29	90	57	0	32	47	0	55	40	0	58	22	62	37	35	45	17	0	50	60	21
12:76992561-77025467:+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0
12:77016321-77084656:+	0	0	0	6	0	0	0	0	0	12	0	16	9	0	0	0	12	10	0	8	0	0	0	0	0
12:77657257-77658825:-	0	0	0	0	9	7	0	0	0	0	0	0	0	0	9	0	0	0	0	0	6	0	0	0	0
12:82262947-82263231:-	0	0	0	0	0	6	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	9	6
12:82311213-82313811:-	0	0	0	6	17	12	0	0	0	0	0	0	0	0	15	0	0	0	0	0	11	0	0	15	18
12:85476155-85490897:+	0	0	0	6	0	0	7	0	10	11	0	9	12	0	0	15	6	15	10	12	0	0	10	0	0
12:85476155-85501636:+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0
12:85490808-85509234:+	0	0	0	0	0	0	7	0	0	0	0	7	0	0	6	0	0	0	0	7	0	0	0	0	0
12:85501240-85509234:+	0	0	0	0	6	9	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	16	0
13:10202155-10225060:-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0
13:10222172-10225060:-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0
13:12319239-12324565:+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0
13:12319239-12327176:+	0	0	0	8	40	16	7	0	13	13	0	6	8	0	20	11	11	0	0	11	27	0	10	7	21
13:12319239-12341057:+	0	0	0	0	17	9	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	10
13:16403705-16413276:+	0	0	0	8	0	0	0	0	11	10	0	9	8	0	0	0	8	7	6	8	0	0	7	0	0
13:16463314-16474145:+	0	0	0	13	0	25	14	0	13	28	0	29	30	0	15	25	44	29	44	25	0	0	44	10	6
13:16474047-16514988:+	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0
13:16496979-16514988:+	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0
13:16514861-16543912:+	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0
13:18244542-18256563:-	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13:18820465-18842825:+	0	0	0	0	0	0	0	0	0	10	0	0	0	0	6	0	8	0	0	0	0	0	6	9	13
13:18841129-18868660:+	0	0	0	0	36	10	8	0	0	0	0	0	0	0	18	6	0	0	0	9	19	0	6	15	33
13:18841129-18883150:+	0	0	0	0	0	23	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	8	0
13:20257516-20267840:-	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8
13:22751120-22838021:+	0	0	0	0	6	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13:22751120-22886888:+	0	0	0	0	49	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	15
13:22833610-22866304:+	0	0	0	0	0	16	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	6	17	8
13:22924378-22939976:+	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13:23050646-23078960:-	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13:25071278-25071562:+	0	0	0	0	0	10	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	15	0
13:28178693-28197346:-	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
13:28301399-28306849:+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	7	0
13:30355452-30387748:-	0	0	0	67	7	45	99	0	105	157	0	109	146	0	35	95	99	154	106	91	8	0	143	41	6
13:30360662-30387748:-	0	0	0	0	0	0	0	0	0	0	0	7	7	0	0	6	0	0	0	0	0	0	0	0	0
13:30373652-30387748:-	0	0	0	22	0	6	6	0	20	23	0	20	20	0	6	16	13	23	15	19	0	0	21	9	0
13:31208965-31219366:-	0	0	0	0	0	10	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0
13:3274420-3275973:+	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13:33049635-33050784:-	0	0	0	0	0	21	0	0	9	0	0	0	0	0	28	0	0	6	0	0	0	0	0	16	0
13:33049635-33069559:-	0	0	0	0	0	9	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	10	0
13:33438631-33441433:+	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
13:36090771-36100527:-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	6	0	0
13:36095375-36100527:-	0	0	0	0	7	20	0	0	6	11	0	11	6	0	26	0	10	9	0	7	0	0	20	15	7
13:36708140-36710423:+	0	0	0	0	47	15	0	0	0	0	0	8	0	0	7	0	0	0	0	0	24	0	0	0	32
13:38605316-38615614:+	0	0	0	0	0	9	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	11	0
13:39697962-39710640:+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
13:40660961-40663217:+	0	0	0	0	0	10	0	0	0	0	0	0	0	0	7	0	0	0	0	0	7	0	0	0	0
13:46307328-46312046:-	0	0	0	0	0	0	6	0	0	6	0	10	0	0	0	7	10	6	9	0	0	0	12	0	0
13:46840953-46897518:-	0	0	0	13	0	25	7	0	7	6	0	9	0	0	26	7	0	0	0	0	0	0	9	20	0
13:47257181-47277088:-	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13:51280188-51286436:-	0	0	0	0	10	56	6	0	11	12	0	16	13	0	43	0	8	25	7	11	0	0	13	44	9
13:51280188-51291810:-	0	0	0	10	0	36	8	0	0	8	0	13	7	0	21	6	12	17	6	0	0	0	13	19	0
13:51598682-51613700:-	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13:53999097-54012514:+	0	0	0	0	0	10	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	7	0
13:56646779-56656608:+	0	0	0	0	11	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	9
13:63847196-63858390:+	0	0	0	0	0	6	0	0	0	0	0	0	0	0	6	0	6	0	0	0	0	0	0	0	7
13:65008945-65018884:+	0	0	0	12	11	13	12	0	0	0	0	0	8	0	18	0	0	11	0	11	0	0	0	9	6
13:65039754-65057279:+	0	0	0	0	6	21	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	12	0
13:66059186-66061156:-	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
13:66931780-66940189:+	0	0	0	11	0	26	8	0	6	0	0	11	6	0	31	0	0	0	0	11	8	0	8	13	0
13:70142311-70144392:-	0	0	0	0	7	34	0	0	0	0	0	0	0	0	29	6	0	0	0	0	12	0	0	44	10
13:70162397-70162918:-	0	0	0	0	0	29	0	0	0	0	0	0	0	0	28	0	0	0	0	0	12	0	0	35	0
13:7090799-7238335:-	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13:7134687-7185792:-	0	0	0	0	0	8	0	0	0	0	0	6	8	0	0	0	0	0	0	0	0	0	0	0	7
