circRNA	pig-liver-young-1	pig-liver-old1	pig-testis-5	cow-liver-K001	cow-testis-adult2	cow-testis-neonat1	cow-liver-K006	pig-testis-54	cow-liver-B004	cow-liver-K013	pig-testis-31	cow-liver-B028	cow-liver-K018	pig-liver-old2	cow-testis-neonat3	cow-liver-B005	cow-liver-B022	cow-liver-K024	cow-liver-B008	cow-liver-K011	cow-testis-adult1	pig-liver-young-2	cow-liver-B027	cow-testis-neonat2	cow-testis-adult3
23:42995863-43008074:+	0	0	0	0	6	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
23:43036610-43044108:-	0	0	0	0	0	0	0	0	0	0	0	6	0	0	6	0	0	0	0	0	8	0	6	0	0
23:43311913-43332268:-	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23:44410591-44410734:-	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	7
23:44681375-44681437:+	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	9	0	9	0	0	0	0	0
23:45363347-45370021:+	0	0	0	0	59	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	7	70
23:45552256-45553726:-	0	0	0	0	0	0	0	0	0	0	0	7	7	0	0	8	0	0	0	0	0	0	0	0	0
23:47170599-47172100:+	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23:48007275-48015716:+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0
23:48080983-48110128:-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0
23:48100015-48110128:-	0	0	0	0	0	7	9	0	10	7	0	6	10	0	0	0	10	12	14	0	0	0	0	0	0
23:49221905-49253364:-	0	0	0	0	6	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0
23:49221905-49403408:-	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0
23:49253203-49340143:-	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23:49253203-49403408:-	0	0	0	0	0	0	7	0	0	10	0	0	17	0	6	0	7	0	10	14	0	0	0	6	0
23:49330177-49340143:-	0	0	0	6	0	7	0	0	0	0	0	6	0	0	0	0	0	0	6	0	0	0	12	0	0
23:49330177-49403408:-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0
23:50043058-50046040:+	0	0	0	0	0	0	6	0	0	0	0	7	0	0	0	0	6	0	0	0	0	0	0	0	0
23:50057508-50057613:+	0	0	0	10	0	0	8	0	0	0	0	12	0	0	0	0	0	0	7	7	0	0	0	0	0
