gene_id	ssc_liver_1	ssc_liver_2	ssc_liver_3	ssc_liver_4	ssc_liver_5	ssc_liver_6	ssc_liver_7	ssc_liver_8	ssc_liver_9	ssc_liver_10	ssc_muscle_1	ssc_muscle_2	ssc_muscle_3	ssc_muscle_4	ssc_testis_1	ssc_testis_2	ssc_testis_3	ssc_testis_4	ssc_testis_5	ssc_testis_6	ssc_testis_7	ssc_testis_8	ssc_testis_9	ssc_testis_10
ENSSSCG00000000002	4.0	6.0	0.0	0.0	17.0	13.0	55.0	11.0	17.0	3.0	0.0	0.0	6.0	3.0	79.0	262.0	358.0	283.0	318.0	318.0	253.0	284.0	270.0	100.0
ENSSSCG00000000003	3874.59	1367.0	1198.0	2154.0	1372.0	979.0	1521.0	1517.0	1588.0	858.0	27.0	18.0	120.0	171.0	192.0	584.0	811.0	481.0	626.0	703.0	446.0	1059.0	698.0	1020.0
ENSSSCG00000000005	2570.0	566.0	1056.0	1974.0	966.4	959.0	1155.0	781.76	852.0	627.0	63.0	212.0	622.0	671.0	98.0	309.0	269.0	262.0	227.0	246.98	273.0	457.03	273.0	471.0
ENSSSCG00000000006	4069.03	911.0	2325.0	4108.0	2490.97	2352.0	2967.0	2412.0	2437.0	1842.0	176.0	333.0	1178.0	1365.85	166.0	226.0	222.0	277.0	285.0	299.0	280.0	859.01	565.0	1040.01
ENSSSCG00000000007	109.78	151.86	41.0	226.74	166.36	190.51	221.22	92.66	128.45	121.21	14.0	17.0	145.84	123.43	117.63	343.56	396.02	347.14	253.54	290.2	307.79	512.17	539.98	335.01
ENSSSCG00000000010	2398.0	661.0	877.0	508.0	3142.0	2450.0	2740.03	2942.0	2216.0	1671.0	33.0	39.0	34.0	186.0	455.0	753.0	837.0	730.0	964.0	1230.0	841.0	663.0	257.0	637.0
ENSSSCG00000000014	64.53	149.93	46.0	75.0	110.58	162.88	137.96	97.91	102.37	92.03	45.48	78.07	248.48	257.31	402.39	1694.34	1657.84	1138.07	1006.57	1364.38	1513.02	1612.49	1850.54	555.66
ENSSSCG00000000018	517.69	513.29	260.0	141.0	412.63	476.94	526.28	373.15	448.08	338.82	89.76	162.5	822.84	578.95	2139.26	10021.08	12040.59	9979.55	4658.49	3759.0	8482.35	15415.3	19722.72	8405.97
ENSSSCG00000000019	1125.31	1733.71	1021.0	1264.0	841.37	802.05	1203.72	1046.82	1144.92	628.18	225.24	595.5	1192.16	1153.05	3115.74	22312.93	20910.46	18310.27	12189.51	13922.37	16732.38	7799.92	9031.17	4091.03
ENSSSCG00000000020	16.0	20.0	0.0	0.0	35.0	7.0	33.0	6.0	10.0	2.0	3.0	6.0	39.0	28.0	20.0	101.0	174.0	187.0	205.0	120.0	172.0	378.02	392.99	175.0
ENSSSCG00000000021	115.0	190.0	5.0	20.0	72.0	38.0	121.0	38.0	70.0	13.0	0.0	0.0	1.0	1.0	75.0	291.0	318.0	275.0	174.0	231.0	181.0	275.0	538.0	79.0
ENSSSCG00000000022	82.0	101.0	28.0	53.0	166.0	75.0	299.0	121.0	155.0	32.0	18.0	21.0	337.84	140.0	430.0	940.0	1749.0	1472.0	1224.0	1364.0	1317.0	3123.0	2856.0	2755.0
ENSSSCG00000000024	25.0	73.0	26.0	2.0	104.0	21.0	158.0	88.0	119.0	10.0	23.0	99.0	647.0	527.0	30.0	103.0	127.0	67.0	142.0	113.0	83.0	157.0	159.0	119.0
ENSSSCG00000000025	167.0	153.0	88.0	170.0	54.0	67.0	112.0	51.0	46.0	29.0	0.0	4.0	12.0	17.0	44.0	117.0	84.0	97.0	78.0	62.0	76.0	32.0	63.0	57.0
ENSSSCG00000000026	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	7.0	1.0	234.0	898.0	831.0	554.0	606.0	804.0	693.0	617.0	538.91	194.0
ENSSSCG00000000028	0.0	0.0	0.0	0.0	4.0	3.0	1.0	1.0	3.0	0.0	2.0	1.0	6.0	1.0	230.0	1488.0	1970.0	1380.0	914.0	1155.0	1181.0	928.0	1600.13	258.0
ENSSSCG00000000029	5.0	2.0	5.0	0.0	66.0	11.0	42.0	26.0	21.0	7.0	6.0	0.0	7.0	10.0	128.0	207.0	228.0	252.0	349.0	196.0	322.0	1218.0	997.0	1691.0
ENSSSCG00000000031	182.0	130.0	274.0	192.0	131.0	148.0	158.01	99.0	153.0	106.0	29.0	19.0	114.0	93.0	184.0	631.0	637.0	418.0	338.0	478.0	483.0	595.0	539.0	406.0
ENSSSCG00000000033	62.0	113.0	0.0	7.0	22.0	25.0	43.0	40.0	28.0	26.0	9.0	5.0	40.0	46.0	100.0	193.0	154.0	98.0	119.0	131.0	81.0	164.0	207.0	456.0
ENSSSCG00000000034	999.98	460.0	383.0	309.0	1299.0	1323.0	1720.0	1180.0	1588.06	1029.99	121.0	124.0	1010.0	699.0	232.0	848.0	1447.67	1036.97	1198.0	1006.0	1013.99	2365.0	1310.0	1497.0
ENSSSCG00000000035	22.0	6.0	0.0	1.0	38.0	22.0	41.0	38.0	79.0	49.0	17.0	29.0	62.0	95.0	930.0	3590.99	4468.31	2777.0	2213.0	2689.75	2684.0	1440.0	1921.0	487.0
ENSSSCG00000000036	485.0	1127.0	394.0	463.0	456.0	404.0	607.0	292.99	298.0	182.0	24.0	100.0	422.0	322.0	506.0	2604.0	3538.05	2648.0	2174.09	2207.92	3099.0	3608.0	4597.0	2059.0
ENSSSCG00000000037	1291.0	666.0	782.0	1252.0	1071.0	1213.0	1443.0	989.0	991.0	755.0	66.0	186.0	357.0	465.0	1441.0	4881.0	7092.0	3808.0	2794.0	3524.0	3926.0	2391.46	2176.0	1945.0
ENSSSCG00000000038	2348.25	636.34	484.0	461.0	3890.79	4135.4	3486.63	2821.85	1996.02	2046.24	65.52	83.9	520.08	549.06	2158.31	7413.15	10873.79	6580.89	6377.18	9284.16	6566.36	11650.18	7510.62	16383.29
ENSSSCG00000000039	1338.75	1112.66	1285.0	922.0	925.21	898.6	1206.37	833.91	916.98	619.76	112.48	267.1	815.92	711.94	1995.69	9276.84	8900.21	6381.11	6622.49	8096.85	6902.59	7057.77	5568.29	3672.22
ENSSSCG00000000040	0.0	9.02	4.0	25.0	19.05	21.42	10.27	2.1	1.21	8.75	3.0	25.03	41.26	20.14	524.27	2570.93	2544.49	2178.48	847.89	575.76	1523.67	2692.89	3629.07	937.79
ENSSSCG00000000045	307.0	397.0	497.0	388.0	243.0	267.0	273.0	104.0	106.0	84.0	205.0	576.0	853.0	1079.0	457.33	756.0	775.0	485.0	571.0	550.0	660.0	957.0	432.0	652.0
ENSSSCG00000000046	71048.0	51326.0	30321.0	36198.0	84600.31	59588.6	51408.0	52721.61	34952.85	29898.48	149.0	50.0	30.0	4351.1	230.0	484.0	535.0	362.0	534.0	221.0	353.0	1788.0	1077.0	309.0
ENSSSCG00000000050	761.0	502.2	430.0	316.0	446.86	419.76	547.91	314.07	351.52	219.22	21.03	45.11	201.91	258.84	348.84	834.22	1172.92	807.54	767.02	1013.28	801.02	2627.73	1252.63	2554.1
ENSSSCG00000000057	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	2.0	7.0	0.0	280.0	297.0	516.0	364.0	144.0	90.0	440.0	984.0	1876.0	216.0
ENSSSCG00000000058	800.0	788.0	374.0	393.0	312.0	227.0	446.0	312.68	348.91	177.75	343.34	916.0	1509.81	1834.96	3704.91	9380.86	7083.7	5756.91	5371.73	6439.88	4857.13	2347.26	2389.75	1666.0
ENSSSCG00000000059	615.0	259.0	423.0	494.0	248.0	255.0	380.0	255.0	366.0	218.0	62.0	252.0	453.0	693.0	399.0	2600.0	2619.0	1984.0	1630.0	1789.0	2004.0	1362.0	2111.0	886.0
ENSSSCG00000000061	126.0	354.0	794.0	575.0	52.0	18.0	63.0	37.0	60.0	14.0	0.0	12.0	45.0	49.0	139.0	403.0	600.0	451.0	366.0	287.0	538.0	744.0	935.0	450.0
ENSSSCG00000000062	25.0	12.0	1.0	0.0	6.0	2.0	18.0	2.0	3.0	1.0	0.0	4.0	15.0	11.0	213.0	1033.24	1836.66	1172.91	1580.21	2026.98	1829.53	2961.09	1420.57	3461.56
ENSSSCG00000000063	233.0	446.98	94.0	178.0	239.0	207.0	298.0	121.0	217.0	100.01	22.0	38.0	259.0	244.0	189.0	591.07	591.23	449.9	545.54	540.71	781.08	1449.0	1153.0	1114.0
ENSSSCG00000000064	2326.0	2339.0	1209.0	759.0	2839.0	2797.0	2963.57	2545.99	2354.03	2017.99	2183.0	5697.0	36506.0	20416.0	1750.0	7362.93	7817.77	5364.99	5379.46	7114.29	6035.91	11486.01	7288.0	10674.0
ENSSSCG00000000066	242.0	308.0	142.0	100.0	219.0	254.0	300.0	148.0	186.0	113.0	23.0	65.0	341.0	248.0	490.0	2062.0	2569.0	1765.24	1152.0	1563.0	1925.0	3457.0	3635.0	1685.0
ENSSSCG00000000067	7.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	3.0	0.0	0.0	0.0	45.0	0.0	106.0	388.0	321.0	290.0	205.0	179.0	208.0	605.0	804.81	136.0
ENSSSCG00000000068	825.0	475.0	628.0	325.0	1801.02	1487.0	1964.0	1467.0	1216.0	833.0	723.0	1422.0	3246.0	3253.0	1502.0	2457.0	2722.88	2511.0	2110.0	2354.0	2586.72	8678.0	8003.0	6653.31
ENSSSCG00000000071	6026.26	5030.0	6252.0	5461.0	8568.04	8134.0	8533.0	9668.27	7133.0	6341.0	432.0	2511.0	4276.0	4898.0	1802.15	8338.82	10267.36	8133.97	9396.0	10780.12	9364.99	6460.0	3959.16	8856.0
ENSSSCG00000000072	1263.0	3499.0	1365.0	1550.0	1338.17	1205.38	1188.92	1322.82	1336.92	1163.58	22.0	61.0	176.0	329.52	1174.36	3604.55	2948.82	2160.33	2707.76	3363.58	2436.34	2727.87	1193.25	3583.09
ENSSSCG00000000073	3.0	0.0	0.0	0.0	16.0	9.0	7.0	6.0	2.81	1.6	0.0	3.0	1.0	2.0	6.0	28.0	24.0	11.42	17.0	16.0	2.0	24.98	13.0	34.0
ENSSSCG00000000074	0.0	0.0	0.0	0.0	30.83	24.62	16.08	1.17	0.0	1.42	0.0	1.0	3.0	3.48	4.64	11.34	32.18	22.67	16.24	10.42	8.62	88.13	71.75	81.91
ENSSSCG00000000075	172.45	117.13	44.0	12.0	351.24	271.65	338.32	153.33	127.11	92.06	53.08	120.18	744.68	425.87	322.94	594.97	1177.68	796.16	573.68	435.96	1221.31	3185.4	4543.66	1984.39
ENSSSCG00000000076	243.55	253.87	65.0	147.0	163.76	105.35	165.68	76.67	82.89	39.94	71.92	71.82	658.32	589.13	681.06	2889.03	1904.32	1908.84	1803.32	1524.04	1850.69	2037.43	1956.34	1437.63
ENSSSCG00000000077	656.0	336.0	325.0	482.0	341.0	287.0	373.0	330.0	392.0	292.0	455.0	1064.0	2142.0	2229.0	486.96	1490.0	1141.0	732.0	927.0	995.99	908.0	914.98	716.0	824.0
ENSSSCG00000000078	639.02	1075.0	323.0	369.0	1902.0	1790.0	2111.0	1127.72	1326.0	900.0	355.0	1065.0	3336.0	3270.0	569.0	1596.01	3391.0	2599.0	2201.0	2031.0	2839.0	4997.0	3981.0	5751.01
ENSSSCG00000000079	37.46	60.34	74.0	13.0	167.81	308.31	339.36	125.0	203.73	190.74	0.0	15.0	75.19	23.65	1481.28	7146.13	9558.83	7061.97	4163.66	5105.57	5801.42	6604.74	10022.84	1972.31
ENSSSCG00000000080	11.54	18.66	0.0	0.0	2.19	5.69	6.64	0.0	4.27	4.26	2.0	0.0	8.81	3.35	117.72	316.73	543.89	283.03	166.34	206.87	341.05	401.34	236.63	192.69
ENSSSCG00000000081	3.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	4.0	4.0	421.0	1871.0	1610.0	1349.66	1186.0	1313.0	1451.0	598.0	725.0	192.0
ENSSSCG00000000082	0.0	0.0	0.0	0.0	1.0	2.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	2.0	5.0	6.0	30.0	51.0	45.0	23.0	13.0	59.0	24.0	99.0
ENSSSCG00000000084	1525.03	2459.27	993.0	971.0	1195.0	1086.0	1031.0	745.0	540.71	487.0	3570.0	9179.0	23850.0	16208.0	525.0	2526.04	2892.0	1939.0	1938.08	2673.0	2116.0	3218.01	1950.9	3957.0
ENSSSCG00000000087	378.0	347.0	237.0	154.0	312.0	352.0	434.0	198.0	309.0	221.0	23.0	84.0	487.0	423.0	158.0	502.0	876.0	530.0	656.0	727.0	595.0	1279.0	701.0	825.0
ENSSSCG00000000091	41.0	114.0	45.0	13.0	32.0	21.0	62.0	33.0	47.0	11.0	0.0	4.0	18.0	22.0	91.0	211.0	226.0	191.0	212.0	312.0	320.0	138.0	124.0	189.0
ENSSSCG00000000092	7.0	1.0	2.0	2.0	4.0	6.0	0.0	2.0	4.0	0.0	1.0	0.0	3.0	4.0	107.0	182.0	246.0	204.0	225.0	275.0	168.0	521.0	353.0	124.0
ENSSSCG00000000093	11.0	1.0	0.0	0.0	25.0	26.0	30.0	19.0	4.0	13.0	14.0	8.0	19.0	29.0	248.0	600.0	604.0	445.0	379.0	438.0	442.0	441.0	519.0	118.0
ENSSSCG00000000094	1800.83	1780.21	1471.0	2038.77	1640.6	1257.74	2263.09	1521.47	1776.47	1079.99	111.0	237.0	1781.78	1515.69	2422.91	9679.66	13301.36	9651.96	7394.8	7382.0	10800.55	11807.37	15467.08	7602.32
ENSSSCG00000000095	689.16	880.79	192.0	366.23	979.4	892.26	1363.91	468.12	717.53	389.01	80.0	115.0	798.22	671.34	602.09	1919.07	2255.34	1509.04	1639.2	1454.0	1862.33	4296.63	4251.98	2510.68
ENSSSCG00000000097	1136.99	823.76	962.75	1085.45	299.2	334.1	494.4	304.77	477.78	227.19	372.98	692.52	1215.24	1314.8	1434.06	3438.0	2759.83	1941.64	2382.95	2828.85	2433.61	1723.4	1420.93	1353.04
ENSSSCG00000000103	0.0	0.0	0.0	0.0	1.0	1.0	3.0	1.0	0.0	1.0	0.0	4.0	4.0	4.0	511.0	1327.0	1148.0	1140.0	1303.0	1087.0	988.0	778.0	636.0	286.0
ENSSSCG00000000104	4573.0	6863.0	4437.0	6701.0	6187.37	5753.0	7667.0	5918.0	8980.1	4895.0	809.0	2958.0	5585.79	6072.03	4890.0	14105.75	18847.0	16628.0	16444.0	18601.99	18907.0	16035.96	11953.99	13716.0
ENSSSCG00000000105	130.0	628.0	365.0	479.0	580.0	539.0	482.0	699.38	414.0	380.0	25.0	58.0	79.0	104.0	109.0	262.0	299.0	204.0	280.0	323.0	198.0	161.0	44.0	195.0
ENSSSCG00000000106	0.0	3.0	0.0	3.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	7.0	80.0	865.0	412.0	240.0	300.0	225.0	354.0	40.0	53.0	15.0
ENSSSCG00000000107	214.0	175.0	88.0	113.0	148.0	111.0	234.0	93.0	159.0	53.0	92.0	137.0	974.0	696.0	168.0	782.0	1049.0	709.0	1139.0	1222.0	893.0	1019.0	633.0	1076.0
ENSSSCG00000000108	168.0	104.0	78.0	65.0	357.0	261.0	437.0	182.0	133.0	73.0	65.0	74.0	427.0	369.0	126.0	187.0	323.0	127.78	193.0	225.0	184.0	1337.0	719.0	1245.0
ENSSSCG00000000110	290.21	142.02	80.0	65.0	240.41	253.61	213.0	147.26	113.37	101.51	23.0	36.0	156.19	139.53	784.0	2795.63	3868.22	3121.93	2224.77	2789.94	3012.12	3969.05	4253.68	1868.0
ENSSSCG00000000111	25.0	5.0	0.0	6.0	17.0	2.0	14.0	10.0	6.0	1.0	25.0	31.0	162.0	181.0	11.0	71.0	42.0	22.0	18.0	10.0	25.0	30.0	5.0	17.0
ENSSSCG00000000113	1.0	0.0	0.0	0.0	0.0	1.0	5.0	3.0	0.0	1.0	0.0	3.0	12.0	10.0	10.0	18.0	26.0	18.0	24.0	24.0	17.0	24.0	15.0	9.0
ENSSSCG00000000114	217.0	271.0	98.0	131.0	171.0	143.0	170.0	138.0	179.0	119.0	15.0	21.0	158.0	311.0	362.0	1719.0	1990.0	1500.0	1140.0	1397.0	1520.0	2032.0	2941.0	790.0
ENSSSCG00000000116	1624.0	1223.0	978.0	1301.0	232.96	158.0	259.97	183.0	223.0	139.0	176.0	238.0	627.99	707.97	597.91	816.94	750.0	534.97	566.0	876.94	576.98	766.84	557.0	589.95
ENSSSCG00000000117	9.89	12.47	18.0	0.0	8.06	5.62	14.06	1.0	4.71	0.04	0.0	1.49	21.06	13.22	559.65	3256.98	2472.94	1857.99	1402.95	1548.17	2045.35	1671.83	2401.02	374.67
ENSSSCG00000000118	62.11	71.53	58.0	21.0	142.94	99.38	188.94	85.0	84.29	36.96	14.0	19.51	254.94	115.78	106.35	262.02	723.06	533.05	536.05	368.83	642.19	1044.37	1119.98	880.33
ENSSSCG00000000119	3519.0	1754.0	2921.0	3605.0	1652.0	1517.0	2574.0	1785.0	2071.0	1168.0	485.0	1278.0	3161.0	4033.0	1467.0	6058.0	5898.0	4065.0	4362.63	5518.03	4703.34	3707.0	2533.01	3203.0
ENSSSCG00000000120	103.0	116.0	99.0	32.0	91.0	90.0	111.0	58.0	101.0	63.0	26.0	21.0	112.0	81.0	269.0	570.0	533.0	426.0	390.0	490.0	530.0	580.0	579.0	358.0
ENSSSCG00000000121	6.03	42.32	11.0	93.0	11.44	23.65	19.23	0.0	2.35	2.53	0.0	0.0	1.57	3.75	0.0	2.38	2.49	5.59	2.42	1.11	6.71	36.56	11.45	10.17
ENSSSCG00000000130	210.0	252.0	129.0	55.0	56.0	27.0	112.0	25.0	76.0	22.0	0.0	1.0	19.0	22.0	30.0	63.0	92.0	46.0	61.0	41.0	62.0	46.0	21.0	87.0
ENSSSCG00000000131	0.0	0.0	0.0	1.0	1.0	0.0	1.0	3.0	1.0	0.0	0.0	3.0	0.0	2.0	136.0	273.0	331.0	335.0	194.0	319.0	207.0	374.0	467.0	86.0
ENSSSCG00000000132	28.0	6.0	75.0	153.0	4.0	48.0	5.0	11.0	8.0	16.0	12.0	10.0	38.0	2.0	1067.0	5485.0	4648.0	3764.0	2361.0	2744.0	3661.94	4942.0	7787.0	1278.0
ENSSSCG00000000133	11877.0	14577.0	7666.0	6368.0	3079.0	3104.0	4050.0	3400.13	3955.98	2804.0	68.0	147.06	718.0	982.0	365.0	531.0	853.0	378.0	801.0	729.0	554.0	716.0	318.0	1068.0
ENSSSCG00000000135	15.0	4.0	1.0	0.0	13.0	6.0	5.0	0.0	1.0	1.0	2.0	10.0	2.0	2.0	28.0	56.0	70.0	57.0	71.0	66.0	97.0	269.0	210.0	55.0
ENSSSCG00000000136	252.0	215.0	92.0	92.0	144.0	82.0	220.0	131.0	138.0	47.0	5.0	7.0	16.0	35.0	50.0	69.0	84.0	29.0	37.0	76.0	58.0	63.0	18.0	81.0
ENSSSCG00000000137	339.0	419.0	231.0	280.0	63.0	59.0	58.0	30.0	65.0	31.0	0.0	4.0	23.0	14.0	92.0	147.0	156.0	112.0	90.0	100.0	147.0	97.0	98.0	107.0
ENSSSCG00000000138	7.0	18.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	524.0	1427.0	232.0	1038.0	24.0	49.0	48.0	12.0	44.0	49.0	22.0	1.0	6.0	8.0
ENSSSCG00000000139	187.0	112.0	39.0	66.0	38.0	52.0	70.0	55.0	60.0	45.0	4.0	4.0	21.0	13.0	455.0	1286.0	1350.0	970.39	757.0	1057.0	1021.0	1189.0	960.0	288.0
ENSSSCG00000000141	2861.0	1855.0	1540.0	1012.0	990.0	906.0	1393.0	900.0	1268.0	641.0	202.0	466.0	1671.0	1485.0	1633.0	12140.01	11136.0	8391.0	6756.0	8613.9	8031.0	7576.0	8402.0	4062.0
ENSSSCG00000000142	46.0	54.0	0.0	39.0	66.0	39.0	72.0	50.0	62.0	22.0	14.0	9.0	27.0	19.0	129.0	206.0	335.0	300.0	349.0	302.0	247.0	408.76	213.0	437.0
ENSSSCG00000000144	6210.53	2260.44	1736.75	1524.56	1107.77	1124.82	1766.32	690.7	1067.18	530.25	185.95	300.6	1494.24	1153.53	1017.19	2576.89	2903.02	1789.87	1969.51	2524.05	2181.91	1534.36	1771.31	1482.2
ENSSSCG00000000145	1117.47	633.99	567.25	389.44	1783.21	1782.18	2916.68	2010.57	2295.79	1467.95	104.05	180.4	527.76	472.45	665.81	718.11	869.72	663.13	804.49	714.24	727.24	1311.51	572.69	1888.8
ENSSSCG00000000146	946.0	378.0	471.0	213.0	1743.92	291.0	258.0	1317.0	199.49	158.81	86.0	109.0	195.0	343.0	1434.27	2356.4	5221.07	6203.29	4300.05	3915.79	3349.11	8422.84	4410.93	11330.7
ENSSSCG00000000148	40.0	534.0	29.0	14.0	45.0	39.0	63.0	53.0	77.0	46.0	6.0	21.0	57.0	51.0	17.0	47.0	24.0	10.0	25.0	27.0	29.0	31.0	17.0	58.0
ENSSSCG00000000151	2.0	11.0	62.0	8.0	12.0	4.0	5.0	3.0	4.0	2.0	0.0	3.0	0.0	1.0	2.0	2.0	27.0	14.0	15.0	5.0	21.0	165.0	132.0	15.0
ENSSSCG00000000152	607.0	441.0	344.0	313.0	758.0	634.0	849.0	675.0	812.0	471.0	263.0	809.0	1792.0	2234.02	391.0	1250.45	1824.99	1551.0	1471.0	1577.0	1489.0	2241.16	1320.0	2193.0
ENSSSCG00000000156	381.0	1290.0	260.0	237.0	205.98	210.96	302.99	194.84	195.98	149.97	63.0	142.0	390.0	307.99	1303.49	6274.99	5325.84	3757.57	2837.47	3286.39	4325.15	4268.38	7093.94	1400.87
ENSSSCG00000000157	22.31	20.99	26.0	0.0	12.2	6.15	0.0	11.5	0.53	3.21	4.0	8.0	4.81	5.06	332.54	1460.11	1678.9	1113.2	650.22	555.96	1355.56	713.25	790.51	208.13
ENSSSCG00000000158	630.0	950.0	411.0	750.0	443.0	562.0	769.0	539.0	479.03	470.0	106.0	319.0	712.0	763.0	610.0	1648.0	1575.0	1337.0	1488.0	1553.0	1705.0	2250.0	2113.99	1248.0
ENSSSCG00000000159	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	7.0	5.0	3.0	2.0	4.0	3.0	6.0	4.0	0.0
ENSSSCG00000000160	154.0	107.0	81.0	135.0	148.0	133.0	180.0	87.0	132.0	57.0	103.0	242.0	652.0	602.0	644.0	4087.0	2959.0	2765.0	1935.0	2456.0	2632.0	2498.0	3026.0	1229.0
ENSSSCG00000000161	231.0	169.0	124.0	122.0	259.0	191.0	326.0	344.0	306.0	202.0	41.0	185.0	328.0	314.0	503.0	2608.0	2003.0	1585.0	1470.0	2071.0	1623.0	905.0	988.0	826.0
ENSSSCG00000000162	3.0	15.0	0.0	14.0	2.0	3.0	3.0	5.0	10.0	2.0	3.0	33.0	65.0	88.0	221.0	1109.0	1101.0	1046.02	1019.0	1110.0	1278.0	1358.38	1227.0	1471.0
ENSSSCG00000000164	66.0	87.0	56.0	19.0	268.0	258.0	443.0	255.0	411.0	190.0	62.0	183.0	374.0	262.0	436.0	1771.0	1405.0	1221.0	1233.99	1386.0	1321.99	1366.0	1142.0	789.0
ENSSSCG00000000167	118.0	181.0	97.0	186.0	326.0	319.0	468.0	209.0	355.0	198.0	165.0	713.0	1028.0	1154.0	541.99	1432.0	1277.83	1403.95	1010.0	1439.0	1506.0	1544.0	1194.0	1206.0
ENSSSCG00000000169	427.5	346.79	335.08	455.0	239.85	285.53	340.85	353.03	342.64	241.16	31.48	161.26	386.67	291.42	3768.48	15330.26	11890.39	10088.83	8771.52	10367.85	10774.88	8757.27	10308.66	2493.14
ENSSSCG00000000171	82.0	682.0	58.0	136.0	304.0	253.0	515.0	312.0	359.41	223.0	5.0	4.0	31.0	37.0	144.0	521.0	641.0	512.0	498.0	555.0	415.0	655.01	596.0	396.0
ENSSSCG00000000174	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	1.0	0.0	0.0	3.0	4.0	0.0	578.0	1720.0	2198.0	1306.0	639.0	540.0	1429.0	908.0	1188.0	274.0
ENSSSCG00000000175	826.0	1005.0	461.0	584.0	892.0	619.0	1095.0	557.0	616.0	340.0	5.0	38.0	145.0	169.0	249.0	664.0	989.0	732.0	1093.0	826.0	1061.0	2913.0	1536.0	2907.0
ENSSSCG00000000176	620.0	710.0	401.0	473.0	480.0	463.0	595.0	560.0	563.0	422.07	111.0	271.0	761.0	769.0	242.0	1002.0	1162.0	978.0	952.0	899.0	1057.0	2015.94	2173.0	1234.0
ENSSSCG00000000179	6.0	5.0	0.0	0.0	13.0	7.0	8.0	5.0	14.0	1.0	17.0	5.0	9.0	3.0	1026.0	6582.02	6867.01	5250.0	3714.0	4406.0	4805.0	1379.0	2422.0	654.0
ENSSSCG00000000182	0.0	8.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2.0	0.0	6.0	3.0	25.0	19.77	19.0	16.0	29.0	12.0	85.8	190.0	29.0
ENSSSCG00000000184	3.0	4.0	15.0	3.0	0.0	0.0	2.0	0.0	2.0	0.0	6.0	3.0	15.0	4.0	0.0	2.0	3.0	4.0	0.0	3.0	0.0	22.0	12.0	5.0
ENSSSCG00000000185	611.43	495.41	661.06	566.34	347.51	391.59	448.09	211.07	265.8	236.22	102.64	308.69	607.96	523.45	738.04	3914.53	3001.44	2218.93	2093.48	2684.45	2444.01	1921.44	1781.02	1530.13
ENSSSCG00000000186	0.0	2.0	0.0	0.0	2.0	1.0	0.0	4.0	4.0	0.0	0.0	0.0	0.0	0.0	6.0	21.0	16.0	11.0	18.0	9.0	15.0	7.0	4.0	4.0
ENSSSCG00000000188	0.0	0.0	0.0	0.0	3.0	1.0	1.0	8.0	2.0	0.0	0.0	0.0	1.0	5.0	88.0	299.0	398.0	272.0	312.0	451.0	446.0	237.0	192.0	248.0
ENSSSCG00000000189	388.0	829.0	329.0	329.0	339.0	304.0	346.0	204.0	284.0	170.0	46.0	86.0	335.0	288.0	341.0	1593.0	1849.0	1347.0	1019.0	1216.0	1409.0	1700.0	1940.0	981.0
ENSSSCG00000000190	4523.18	6839.46	4584.61	3946.14	2358.46	3008.35	5012.71	2034.39	3216.03	2433.88	385.05	1086.49	1766.04	1830.94	9767.53	29827.43	25031.15	19560.84	26979.65	39833.04	28751.98	15360.28	7802.62	28801.09
ENSSSCG00000000194	777.82	1148.54	1159.73	1819.85	1795.54	895.65	3300.28	1794.61	2395.98	556.12	359.95	317.51	974.96	172.06	844.47	2383.44	2550.85	1809.28	1687.57	2117.46	2113.92	11303.5	6528.38	3268.43
ENSSSCG00000000195	14.0	2.0	19.0	9.0	0.0	1.0	2.0	2.0	1.0	0.0	0.0	0.0	0.0	4.0	15.0	27.0	24.0	13.0	30.0	50.0	10.0	45.0	23.0	37.0
ENSSSCG00000000197	37.0	9.0	23.0	0.0	1.0	2.0	8.0	3.0	4.0	1.0	0.0	2.0	2.0	1.0	93.0	356.0	478.0	237.0	146.0	126.0	293.0	458.0	627.0	111.0
ENSSSCG00000000198	2634.0	1377.0	2392.0	2183.0	1081.0	1459.0	1289.01	1086.0	1171.0	1165.96	0.0	3.0	2.0	122.0	148.0	420.0	565.0	405.0	225.0	64.0	431.0	454.0	467.05	100.0
ENSSSCG00000000199	156.0	177.0	120.0	146.0	124.0	113.0	166.0	110.0	143.01	59.0	104.0	272.0	266.0	465.0	1970.0	8915.0	8674.16	7262.0	5530.0	6309.89	6222.0	4563.0	5650.0	1625.0
ENSSSCG00000000202	442.0	488.0	293.0	373.0	213.0	201.0	278.0	172.0	168.0	116.0	45.0	157.0	554.0	616.0	274.0	1100.0	1143.0	871.0	866.0	1098.0	980.0	1407.0	1095.0	860.0
