gene_id	ssc_liver_1	ssc_liver_10	ssc_liver_2	ssc_liver_3	ssc_liver_4	ssc_liver_5	ssc_liver_6	ssc_liver_7	ssc_liver_8	ssc_liver_9	ssc_muscle_1	ssc_muscle_2	ssc_muscle_3	ssc_muscle_4	ssc_testis_1	ssc_testis_10	ssc_testis_2	ssc_testis_3	ssc_testis_4	ssc_testis_5	ssc_testis_6	ssc_testis_7	ssc_testis_8	ssc_testis_9
ENSSSCG00000000003	2.0	0.0	5.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	6.0	2.0	0.0	1.0	7.0	0.0	0.0	2.0
ENSSSCG00000000006	13.0	1.0	10.0	39.0	33.0	2.0	1.0	0.0	6.0	1.0	0.0	0.0	0.0	1.0	12.0	0.0	3.0	2.0	2.0	2.0	0.0	0.0	0.0	0.0
ENSSSCG00000000007	0.0	0.0	1.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0
ENSSSCG00000000010	13.0	0.0	6.0	0.0	9.0	0.0	0.0	4.0	5.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0
ENSSSCG00000000029	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.0	1.0	5.0	3.0	2.0	1.0	2.0	2.0	5.0	0.0
ENSSSCG00000000035	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	36.0	0.0	11.0	7.0	5.0	2.0	6.0	12.0	0.0	3.0
ENSSSCG00000000037	30.0	4.0	20.0	0.0	58.0	7.0	5.0	2.0	2.0	0.0	0.0	0.0	2.0	0.0	218.0	0.0	27.0	49.0	35.0	27.0	29.0	19.0	2.0	3.0
ENSSSCG00000000039	42.0	0.0	15.0	0.0	0.0	6.0	7.0	13.0	0.0	8.0	0.0	0.0	0.0	1.0	38.0	5.0	8.0	0.0	7.0	5.0	3.0	13.0	11.0	7.0
ENSSSCG00000000064	6.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	7.0	5.0	0.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSSSCG00000000068	15.0	2.0	7.0	58.0	0.0	5.0	0.0	4.0	0.0	5.0	0.0	2.0	0.0	8.0	98.0	14.0	47.0	27.0	25.0	21.0	22.0	24.0	17.0	13.0
ENSSSCG00000000071	19.0	4.0	13.0	0.0	20.0	10.0	11.0	15.0	8.0	9.0	0.0	1.0	0.0	5.0	97.0	11.0	16.0	26.0	6.0	7.0	26.0	10.0	4.0	0.0
ENSSSCG00000000072	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	1.0	4.0	2.0	0.0	0.0	0.0
ENSSSCG00000000075	0.0	2.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	38.0	158.0	178.0	78.0	6.0	8.0	4.0	2.0	5.0	0.0	5.0	5.0	0.0	6.0
ENSSSCG00000000077	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	31.0	0.0	7.0	8.0	0.0	0.0	2.0	0.0	1.0	0.0
ENSSSCG00000000078	6.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	31.0	0.0	7.0	7.0	2.0	6.0	7.0	6.0	0.0	0.0
ENSSSCG00000000081	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSSSCG00000000103	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	72.0	0.0	19.0	15.0	3.0	2.0	8.0	6.0	0.0	7.0
ENSSSCG00000000104	0.0	4.0	7.0	0.0	0.0	0.0	1.0	0.0	0.0	2.0	0.0	1.0	2.0	8.0	65.0	0.0	13.0	18.0	12.0	7.0	10.0	3.0	2.0	0.0
ENSSSCG00000000119	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	7.0	3.0	2.0	1.0	4.0	4.0	0.0	3.0
ENSSSCG00000000145	18.0	1.0	3.0	28.0	8.0	2.0	5.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	3.0
ENSSSCG00000000146	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.0	0.0	5.0	3.0	0.0	2.0	0.0	0.0	0.0	0.0
ENSSSCG00000000152	6.0	0.0	0.0	73.0	0.0	1.0	0.0	0.0	1.0	0.0	12.0	18.0	25.0	18.0	6.0	0.0	1.0	2.0	2.0	1.0	1.0	1.0	0.0	0.0
ENSSSCG00000000158	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	33.0	0.0	8.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSSSCG00000000160	0.0	1.0	3.0	0.0	2.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	1.0	0.0	46.0	3.0	27.0	11.0	14.0	13.0	17.0	14.0	9.0	0.0
ENSSSCG00000000161	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	9.0	2.0	3.0	5.0	8.0	5.0	0.0	0.0
ENSSSCG00000000164	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	1.0	3.0	0.0	0.0	1.0	4.0	0.0	0.0
ENSSSCG00000000167	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	4.0	11.0	0.0	9.0	9.0	2.0	5.0	2.0	9.0	0.0	0.0
ENSSSCG00000000169	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	156.0	0.0	37.0	10.0	26.0	14.0	27.0	17.0	0.0	1.0
ENSSSCG00000000189	0.0	0.0	0.0	11.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0	0.0	0.0	0.0	4.0	2.0	2.0	1.0	0.0	0.0
ENSSSCG00000000199	10.0	2.0	1.0	6.0	0.0	1.0	1.0	7.0	4.0	5.0	0.0	25.0	13.0	8.0	326.0	0.0	81.0	83.0	64.0	37.0	48.0	59.0	0.0	17.0
ENSSSCG00000000217	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0	0.0	15.0	8.0	7.0	1.0	2.0	2.0	2.0	0.0
ENSSSCG00000000228	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	1.0	0.0	0.0	0.0	0.0	33.0	9.0	13.0	10.0	9.0	16.0	11.0	12.0	1.0	15.0
ENSSSCG00000000233	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	2.0	4.0	2.0	2.0	1.0	0.0	0.0	2.0	0.0
ENSSSCG00000000265	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.0	0.0	0.0	4.0	4.0	2.0	4.0	0.0	5.0	2.0
ENSSSCG00000000366	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	9.0	22.0	10.0	10.0	8.0	3.0	13.0	10.0	5.0	2.0	5.0	8.0	6.0
ENSSSCG00000000402	85.0	4.0	84.0	52.0	161.0	23.0	1.0	30.0	37.0	21.0	0.0	1.0	2.0	3.0	127.0	7.0	36.0	15.0	32.0	23.0	23.0	20.0	14.0	3.0
ENSSSCG00000000405	5.0	0.0	1.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	14.0	0.0	0.0	0.0	10.0	2.0	4.0	0.0	1.0	1.0	3.0	6.0	2.0	2.0
ENSSSCG00000000406	37.0	3.0	40.0	0.0	52.0	3.0	7.0	8.0	41.0	25.0	35.0	138.0	104.0	51.0	1005.0	71.0	16.0	52.0	159.0	15.0	16.0	13.0	87.0	5.0
ENSSSCG00000000456	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.0	0.0	9.0	4.0	3.0	3.0	2.0	7.0	0.0	0.0
ENSSSCG00000000457	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	3.0	0.0	0.0	5.0	0.0	0.0	0.0	8.0	0.0
ENSSSCG00000000458	9.0	0.0	2.0	0.0	0.0	0.0	1.0	0.0	0.0	2.0	2.0	3.0	5.0	0.0	40.0	0.0	16.0	4.0	4.0	4.0	1.0	9.0	0.0	2.0
ENSSSCG00000000462	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	4.0	6.0	2.0	0.0	2.0	7.0	0.0	0.0
ENSSSCG00000000469	11.0	0.0	10.0	0.0	0.0	0.0	0.0	6.0	0.0	2.0	0.0	0.0	8.0	10.0	1023.0	52.0	321.0	233.0	194.0	126.0	144.0	254.0	92.0	118.0
ENSSSCG00000000475	88.0	17.0	28.0	24.0	44.0	11.0	10.0	31.0	26.0	30.0	0.0	1.0	1.0	2.0	16.0	0.0	15.0	5.0	3.0	0.0	8.0	8.0	0.0	0.0
ENSSSCG00000000478	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	1.0	1.0	4.0	6.0	3.0	5.0	4.0	6.0
ENSSSCG00000000486	1.0	1.0	2.0	0.0	0.0	0.0	0.0	3.0	2.0	0.0	0.0	3.0	0.0	0.0	51.0	0.0	14.0	12.0	6.0	11.0	4.0	8.0	1.0	0.0
ENSSSCG00000000488	1.0	5.0	4.0	0.0	44.0	0.0	0.0	8.0	9.0	0.0	0.0	10.0	0.0	0.0	84.0	4.0	11.0	7.0	9.0	14.0	8.0	6.0	0.0	0.0
ENSSSCG00000000502	6.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	2.0	51.0	5.0	23.0	23.0	15.0	12.0	14.0	11.0	0.0	0.0
ENSSSCG00000000509	19.0	6.0	8.0	0.0	18.0	13.0	8.0	22.0	18.0	17.0	0.0	0.0	17.0	10.0	262.0	34.0	85.0	67.0	72.0	52.0	65.0	61.0	28.0	23.0
ENSSSCG00000000510	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	26.0	3.0	0.0	73.0	0.0	27.0	16.0	17.0	17.0	12.0	18.0	0.0	0.0
ENSSSCG00000000512	1.0	0.0	2.0	0.0	0.0	2.0	0.0	4.0	4.0	8.0	1.0	1.0	7.0	0.0	73.0	5.0	46.0	16.0	24.0	26.0	24.0	24.0	5.0	0.0
ENSSSCG00000000517	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	64.0	5.0	29.0	15.0	15.0	12.0	12.0	25.0	13.0	9.0
ENSSSCG00000000522	0.0	1.0	1.0	0.0	0.0	3.0	0.0	3.0	2.0	2.0	0.0	0.0	0.0	0.0	86.0	10.0	26.0	22.0	33.0	14.0	20.0	27.0	0.0	5.0
ENSSSCG00000000530	21.0	2.0	18.0	15.0	25.0	5.0	3.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0
ENSSSCG00000000536	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	7.0	4.0	0.0	67.0	0.0	9.0	11.0	7.0	4.0	12.0	6.0	5.0	0.0
ENSSSCG00000000547	0.0	0.0	0.0	0.0	6.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	10.0	0.0	34.0	0.0	5.0	7.0	8.0	7.0	7.0	7.0	0.0	0.0
ENSSSCG00000000549	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	13.0	0.0	10.0	5.0	4.0	3.0	0.0	2.0	0.0	0.0
ENSSSCG00000000555	14.0	0.0	2.0	0.0	0.0	8.0	3.0	10.0	6.0	6.0	0.0	3.0	8.0	1.0	35.0	3.0	10.0	6.0	1.0	7.0	5.0	8.0	3.0	0.0
ENSSSCG00000000567	140.0	15.0	96.0	167.0	64.0	17.0	13.0	40.0	37.0	42.0	0.0	0.0	0.0	0.0	13.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0	0.0	0.0
ENSSSCG00000000570	6.0	0.0	1.0	0.0	0.0	3.0	3.0	2.0	0.0	0.0	0.0	5.0	2.0	4.0	111.0	0.0	47.0	43.0	22.0	20.0	28.0	29.0	20.0	14.0
ENSSSCG00000000577	2.0	4.0	0.0	0.0	0.0	8.0	0.0	10.0	2.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSSSCG00000000587	19.0	3.0	3.0	48.0	0.0	11.0	0.0	8.0	3.0	3.0	0.0	5.0	5.0	1.0	307.0	7.0	80.0	62.0	50.0	33.0	69.0	41.0	10.0	12.0
ENSSSCG00000000588	15.0	1.0	3.0	12.0	0.0	5.0	6.0	0.0	6.0	7.0	0.0	2.0	0.0	0.0	10.0	0.0	16.0	10.0	5.0	3.0	10.0	11.0	5.0	1.0
ENSSSCG00000000591	12.0	6.0	11.0	50.0	23.0	8.0	6.0	6.0	10.0	4.0	0.0	0.0	0.0	0.0	22.0	0.0	0.0	9.0	2.0	7.0	9.0	3.0	4.0	0.0
ENSSSCG00000000599	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	4.0	0.0	7.0	0.0	4.0	3.0	6.0	5.0	0.0	0.0
ENSSSCG00000000600	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	6.0	3.0	0.0	2.0	6.0	0.0	0.0	0.0
ENSSSCG00000000611	9.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	4.0	0.0	0.0	1.0	5.0	2.0	33.0	8.0	20.0	16.0	2.0	10.0	9.0	6.0	6.0	12.0
ENSSSCG00000000612	47.0	7.0	34.0	112.0	51.0	7.0	9.0	9.0	5.0	2.0	17.0	29.0	26.0	35.0	116.0	8.0	55.0	42.0	54.0	26.0	44.0	18.0	20.0	16.0
ENSSSCG00000000625	11.0	11.0	21.0	0.0	4.0	19.0	17.0	20.0	12.0	14.0	0.0	7.0	9.0	13.0	283.0	35.0	80.0	52.0	45.0	36.0	57.0	55.0	42.0	43.0
ENSSSCG00000000633	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	8.0	0.0	0.0	1.0	0.0	0.0	3.0	3.0	0.0	0.0
ENSSSCG00000000660	84.0	10.0	40.0	0.0	35.0	35.0	18.0	26.0	26.0	16.0	0.0	0.0	0.0	0.0	13.0	11.0	10.0	5.0	0.0	6.0	11.0	8.0	5.0	0.0
ENSSSCG00000000664	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	5.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0
ENSSSCG00000000685	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	5.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0
ENSSSCG00000000693	1.0	0.0	0.0	34.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0
ENSSSCG00000000700	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	6.0	1.0	2.0	3.0	0.0	2.0	1.0	0.0
ENSSSCG00000000720	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	12.0	0.0	2.0	0.0	5.0	1.0	2.0	1.0	0.0	0.0
ENSSSCG00000000730	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	12.0	3.0	1.0	0.0	5.0	4.0	0.0	1.0
ENSSSCG00000000739	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	32.0	0.0	5.0	7.0	4.0	5.0	5.0	9.0	0.0	0.0
ENSSSCG00000000751	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	31.0	0.0	6.0	7.0	5.0	4.0	1.0	4.0	0.0	0.0
ENSSSCG00000000753	26.0	2.0	7.0	30.0	11.0	8.0	9.0	3.0	5.0	2.0	11.0	14.0	15.0	7.0	174.0	20.0	38.0	45.0	39.0	28.0	50.0	48.0	37.0	21.0
ENSSSCG00000000754	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	3.0	0.0	28.0	1.0	6.0	0.0	7.0	0.0	12.0	8.0	0.0	0.0
ENSSSCG00000000755	118.0	12.0	45.0	104.0	143.0	25.0	28.0	35.0	21.0	18.0	2.0	1.0	7.0	2.0	247.0	40.0	121.0	114.0	74.0	51.0	114.0	82.0	90.0	113.0
ENSSSCG00000000766	16.0	0.0	3.0	0.0	8.0	0.0	1.0	0.0	0.0	3.0	0.0	11.0	29.0	8.0	71.0	9.0	25.0	15.0	11.0	16.0	13.0	21.0	20.0	18.0
ENSSSCG00000000770	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	28.0	0.0	5.0	8.0	8.0	0.0	9.0	8.0	0.0	0.0
ENSSSCG00000000774	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	4.0	0.0	4.0	0.0	2.0	0.0	0.0	0.0
ENSSSCG00000000778	6.0	0.0	7.0	0.0	0.0	6.0	0.0	10.0	2.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSSSCG00000000779	7.0	0.0	4.0	0.0	0.0	0.0	3.0	3.0	3.0	0.0	0.0	0.0	0.0	0.0	5.0	26.0	19.0	9.0	12.0	11.0	11.0	12.0	13.0	0.0
ENSSSCG00000000782	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	345.0	0.0	92.0	87.0	65.0	45.0	58.0	61.0	4.0	5.0
ENSSSCG00000000793	7.0	4.0	3.0	37.0	12.0	0.0	4.0	6.0	8.0	5.0	0.0	7.0	14.0	0.0	129.0	16.0	33.0	36.0	12.0	9.0	28.0	33.0	2.0	1.0
ENSSSCG00000000806	14.0	4.0	8.0	0.0	0.0	8.0	0.0	40.0	6.0	13.0	19.0	138.0	37.0	70.0	241.0	0.0	105.0	78.0	60.0	64.0	64.0	62.0	20.0	11.0
ENSSSCG00000000838	44.0	37.0	20.0	0.0	32.0	16.0	30.0	29.0	49.0	27.0	0.0	0.0	0.0	1.0	115.0	1.0	30.0	29.0	15.0	25.0	16.0	29.0	2.0	0.0
ENSSSCG00000000840	2.0	1.0	7.0	0.0	16.0	6.0	10.0	11.0	15.0	5.0	0.0	8.0	5.0	5.0	144.0	5.0	21.0	26.0	17.0	15.0	37.0	10.0	8.0	0.0
ENSSSCG00000000841	5.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	4.0	4.0	0.0	0.0	2.0	5.0	3.0	0.0	0.0
ENSSSCG00000000843	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	76.0	0.0	30.0	25.0	19.0	20.0	25.0	15.0	17.0	0.0
ENSSSCG00000000853	4.0	1.0	0.0	0.0	0.0	0.0	0.0	5.0	4.0	1.0	0.0	0.0	9.0	0.0	25.0	1.0	12.0	11.0	7.0	0.0	10.0	3.0	0.0	0.0
ENSSSCG00000000856	0.0	1.0	0.0	19.0	0.0	2.0	0.0	2.0	4.0	3.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSSSCG00000000859	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	3.0	6.0	0.0	1.0	0.0	3.0	0.0	0.0
ENSSSCG00000000862	6.0	0.0	4.0	0.0	6.0	0.0	0.0	0.0	4.0	0.0	0.0	5.0	19.0	21.0	33.0	8.0	19.0	8.0	6.0	2.0	6.0	3.0	11.0	1.0
ENSSSCG00000000864	9.0	8.0	5.0	0.0	0.0	7.0	6.0	8.0	4.0	3.0	0.0	1.0	0.0	2.0	25.0	0.0	3.0	2.0	3.0	1.0	0.0	0.0	0.0	0.0
ENSSSCG00000000870	1.0	0.0	2.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	2.0	7.0	0.0	7.0	2.0	0.0	0.0	4.0	3.0	0.0	0.0
ENSSSCG00000000873	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	1.0	0.0	4.0	0.0	2.0	4.0	0.0	0.0
ENSSSCG00000000874	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	133.0	0.0	59.0	34.0	22.0	1.0	30.0	30.0	6.0	0.0
ENSSSCG00000000875	0.0	0.0	0.0	0.0	0.0	5.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSSSCG00000000877	3.0	0.0	7.0	0.0	0.0	3.0	0.0	6.0	5.0	5.0	3.0	8.0	3.0	0.0	67.0	0.0	33.0	8.0	18.0	0.0	13.0	1.0	0.0	0.0
ENSSSCG00000000884	1.0	0.0	0.0	18.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	1.0	1.0	45.0	6.0	34.0	9.0	4.0	3.0	23.0	11.0	1.0	0.0
ENSSSCG00000000893	40.0	0.0	4.0	0.0	0.0	9.0	0.0	0.0	32.0	3.0	0.0	0.0	0.0	0.0	8.0	0.0	2.0	2.0	0.0	4.0	3.0	0.0	0.0	0.0
ENSSSCG00000000900	5.0	0.0	0.0	35.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	5.0	5.0	43.0	2.0	35.0	20.0	6.0	13.0	22.0	23.0	11.0	8.0
ENSSSCG00000000901	11.0	3.0	5.0	6.0	0.0	4.0	1.0	5.0	4.0	5.0	0.0	0.0	0.0	0.0	15.0	0.0	8.0	4.0	9.0	3.0	8.0	8.0	0.0	0.0
ENSSSCG00000000902	31.0	12.0	6.0	0.0	13.0	7.0	5.0	7.0	16.0	12.0	0.0	14.0	32.0	4.0	249.0	17.0	148.0	134.0	99.0	70.0	83.0	93.0	47.0	36.0
ENSSSCG00000000907	3.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.0	0.0	12.0	12.0	6.0	9.0	11.0	8.0	0.0	4.0
ENSSSCG00000000920	7.0	0.0	4.0	0.0	7.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	8.0	3.0	3.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSSSCG00000000925	10.0	1.0	8.0	0.0	11.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	18.0	0.0	8.0	6.0	12.0	7.0	18.0	0.0	3.0	0.0
ENSSSCG00000000926	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	0.0	9.0	6.0	9.0	9.0	3.0	6.0	2.0	0.0
ENSSSCG00000000927	8.0	0.0	4.0	45.0	0.0	9.0	7.0	3.0	0.0	4.0	0.0	34.0	21.0	16.0	9.0	0.0	8.0	7.0	3.0	18.0	1.0	2.0	3.0	2.0
ENSSSCG00000000934	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	85.0	9.0	20.0	25.0	27.0	13.0	21.0	19.0	17.0	32.0
ENSSSCG00000000939	105.0	19.0	67.0	115.0	124.0	1.0	15.0	29.0	4.0	17.0	5.0	0.0	6.0	4.0	16.0	1.0	5.0	3.0	0.0	10.0	0.0	4.0	1.0	0.0
ENSSSCG00000000941	6.0	6.0	0.0	0.0	0.0	0.0	6.0	1.0	0.0	2.0	0.0	3.0	0.0	0.0	16.0	6.0	10.0	5.0	0.0	9.0	3.0	5.0	3.0	0.0
ENSSSCG00000000943	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0	0.0	7.0	4.0	9.0	4.0	0.0	7.0	2.0	0.0
ENSSSCG00000000952	12.0	9.0	5.0	14.0	6.0	3.0	6.0	8.0	11.0	2.0	8.0	9.0	0.0	9.0	70.0	5.0	24.0	34.0	23.0	8.0	18.0	23.0	20.0	7.0
ENSSSCG00000000955	76.0	12.0	19.0	89.0	62.0	11.0	14.0	21.0	17.0	26.0	0.0	0.0	2.0	0.0	438.0	15.0	130.0	86.0	56.0	59.0	80.0	59.0	46.0	43.0
ENSSSCG00000000970	0.0	0.0	7.0	0.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	5.0	36.0	2.0	13.0	5.0	9.0	3.0	4.0	1.0	4.0	3.0
ENSSSCG00000000982	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	1.0	1.0	0.0	0.0	0.0	0.0	4.0	0.0
ENSSSCG00000000985	24.0	13.0	16.0	10.0	74.0	18.0	12.0	2.0	30.0	35.0	0.0	3.0	6.0	4.0	233.0	33.0	137.0	96.0	72.0	35.0	90.0	95.0	56.0	63.0
ENSSSCG00000000994	13.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	296.0	5.0	49.0	42.0	29.0	21.0	48.0	34.0	14.0	19.0
ENSSSCG00000000999	8.0	4.0	20.0	0.0	17.0	14.0	17.0	17.0	15.0	5.0	0.0	0.0	11.0	11.0	135.0	35.0	93.0	61.0	38.0	30.0	43.0	29.0	54.0	73.0
ENSSSCG00000001002	0.0	1.0	5.0	0.0	0.0	0.0	0.0	1.0	2.0	2.0	2.0	0.0	0.0	1.0	36.0	4.0	17.0	10.0	14.0	0.0	13.0	8.0	0.0	16.0
ENSSSCG00000001004	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
